Date,Cumulative Cases,Cumulative Deaths,Population,City
2020-05-14,39354,1739,13353907,LA_LB_OC
2020-05-15,40422,1839,13353907,LA_LB_OC
2020-05-16,41584,1879,13353907,LA_LB_OC
2020-05-17,42370,1909,13353907,LA_LB_OC
2020-05-18,42917,1927,13353907,LA_LB_OC
2020-05-19,44131,2001,13353907,LA_LB_OC
2020-05-20,45603,2068,13353907,LA_LB_OC
2020-05-21,46903,2128,13353907,LA_LB_OC
2020-05-22,48027,2167,13353907,LA_LB_OC
2020-05-23,49212,2220,13353907,LA_LB_OC
2020-05-24,50324,2235,13353907,LA_LB_OC
2020-05-25,51487,2247,13353907,LA_LB_OC
2020-05-26,53423,2274,13353907,LA_LB_OC
2020-05-27,54351,2331,13353907,LA_LB_OC
2020-05-28,55623,2383,13353907,LA_LB_OC
2020-05-29,57607,2435,13353907,LA_LB_OC
2020-05-30,59827,2484,13353907,LA_LB_OC
2020-05-31,61350,2509,13353907,LA_LB_OC
2020-06-01,62500,2531,13353907,LA_LB_OC
2020-06-02,63758,2593,13353907,LA_LB_OC
2020-06-03,65024,2647,13353907,LA_LB_OC
