Country,Province_State,Date,Cum_Cases,new_cases,Cum_Deaths,new_deaths,Population
Chile,Araucania,4/18/2020,944,37,23,1,957224
Chile,Araucania,4/19/2020,972,28,23,0,957224
Chile,Araucania,4/20/2020,1045,73,23,0,957224
Chile,Araucania,4/21/2020,1092,47,25,2,957224
Chile,Araucania,4/22/2020,1113,21,26,1,957224
Chile,Araucania,4/23/2020,1142,29,26,0,957224
Chile,Araucania,4/24/2020,1184,42,26,0,957224
Chile,Araucania,4/25/2020,1203,19,27,1,957224
Chile,Araucania,4/26/2020,1216,13,29,2,957224
Chile,Araucania,4/27/2020,1236,20,32,3,957224
Chile,Araucania,4/28/2020,1251,15,32,0,957224
Chile,Araucania,4/29/2020,1273,22,32,0,957224
Chile,Araucania,4/30/2020,1293,20,35,3,957224
Chile,Araucania,5/1/2020,1295,2,36,1,957224
Chile,Araucania,5/2/2020,1314,19,36,0,957224
Chile,Araucania,5/3/2020,1328,14,36,0,957224
Chile,Araucania,5/4/2020,1331,3,36,0,957224
Chile,Araucania,5/5/2020,1352,21,36,0,957224
Chile,Araucania,5/6/2020,1362,10,36,0,957224
Chile,Araucania,5/7/2020,1385,23,36,0,957224
Chile,Araucania,5/8/2020,1403,18,36,0,957224
Chile,Araucania,5/9/2020,1418,15,36,0,957224
Chile,Araucania,5/10/2020,1454,36,37,1,957224
Chile,Araucania,5/11/2020,1466,12,38,1,957224
Chile,Araucania,5/12/2020,1482,16,39,1,957224
Chile,Araucania,5/13/2020,1495,13,39,0,957224
Chile,Araucania,5/14/2020,1536,41,41,2,957224
Chile,Araucania,5/15/2020,1564,28,43,2,957224
Chile,Araucania,5/16/2020,1587,23,43,0,957224
Chile,Araucania,5/17/2020,1606,19,44,1,957224
Chile,Araucania,5/18/2020,1639,33,44,0,957224
Chile,Araucania,5/19/2020,1666,27,44,0,957224
Chile,Araucania,5/20/2020,1680,14,44,0,957224
Chile,Araucania,5/21/2020,1715,35,44,0,957224
Chile,Araucania,5/22/2020,1737,22,45,1,957224
Chile,Araucania,5/23/2020,1774,37,45,0,957224
Chile,Araucania,5/24/2020,1808,34,45,0,957224
Chile,Araucania,5/25/2020,1857,49,45,0,957224
Chile,Araucania,5/26/2020,1883,26,45,0,957224
Chile,Araucania,5/27/2020,1916,33,45,0,957224
Chile,Araucania,5/28/2020,1954,38,45,0,957224
Chile,Araucania,5/29/2020,1989,35,47,2,957224
Chile,Araucania,5/30/2020,2060,71,47,0,957224
Chile,Araucania,5/31/2020,2071,11,47,0,957224
Chile,Araucania,6/1/2020,2111,40,47,0,957224
Chile,Arica y Parinacota,2/26/2020,0,0,0,0,226068
Chile,Arica y Parinacota,2/27/2020,0,0,0,0,226068
Chile,Arica y Parinacota,2/28/2020,0,0,0,0,226068
Chile,Arica y Parinacota,2/29/2020,0,0,0,0,226068
Chile,Arica y Parinacota,3/1/2020,0,0,0,0,226068
Chile,Arica y Parinacota,3/2/2020,0,0,0,0,226068
Chile,Arica y Parinacota,3/3/2020,0,0,0,0,226068
Chile,Arica y Parinacota,3/4/2020,0,0,0,0,226068
Chile,Arica y Parinacota,3/5/2020,0,0,0,0,226068
Chile,Arica y Parinacota,3/6/2020,0,0,0,0,226068
Chile,Arica y Parinacota,3/7/2020,0,0,0,0,226068
Chile,Arica y Parinacota,3/8/2020,0,0,0,0,226068
Chile,Arica y Parinacota,3/9/2020,0,0,0,0,226068
Chile,Arica y Parinacota,3/10/2020,0,0,0,0,226068
Chile,Arica y Parinacota,3/11/2020,0,0,0,0,226068
Chile,Arica y Parinacota,3/12/2020,0,0,0,0,226068
Chile,Arica y Parinacota,3/13/2020,0,0,0,0,226068
Chile,Arica y Parinacota,3/14/2020,0,0,0,0,226068
Chile,Arica y Parinacota,3/15/2020,0,0,0,0,226068
Chile,Arica y Parinacota,3/16/2020,0,0,0,0,226068
Chile,Arica y Parinacota,3/17/2020,0,0,0,0,226068
Chile,Arica y Parinacota,3/18/2020,0,0,0,0,226068
Chile,Arica y Parinacota,3/19/2020,1,1,0,0,226068
Chile,Arica y Parinacota,3/20/2020,1,0,0,0,226068
Chile,Arica y Parinacota,3/21/2020,1,0,0,0,226068
Chile,Arica y Parinacota,3/22/2020,2,1,0,0,226068
Chile,Arica y Parinacota,3/23/2020,2,0,0,0,226068
Chile,Arica y Parinacota,3/24/2020,2,0,0,0,226068
Chile,Arica y Parinacota,3/25/2020,2,0,0,0,226068
Chile,Arica y Parinacota,3/26/2020,3,1,0,0,226068
Chile,Arica y Parinacota,3/27/2020,3,0,0,0,226068
Chile,Arica y Parinacota,3/28/2020,3,0,0,0,226068
Chile,Arica y Parinacota,3/29/2020,4,1,0,0,226068
Chile,Arica y Parinacota,3/30/2020,6,2,0,0,226068
Chile,Arica y Parinacota,3/31/2020,6,0,0,0,226068
Chile,Arica y Parinacota,4/1/2020,6,0,0,0,226068
Chile,Arica y Parinacota,4/2/2020,7,1,0,0,226068
Chile,Arica y Parinacota,4/3/2020,12,5,0,0,226068
Chile,Arica y Parinacota,4/4/2020,12,0,0,0,226068
Chile,Arica y Parinacota,4/5/2020,28,16,0,0,226068
Chile,Arica y Parinacota,4/6/2020,41,13,0,0,226068
Chile,Arica y Parinacota,4/7/2020,53,12,0,0,226068
Chile,Arica y Parinacota,4/8/2020,63,10,0,0,226068
Chile,Arica y Parinacota,4/9/2020,75,12,0,0,226068
Chile,Arica y Parinacota,4/10/2020,87,12,0,0,226068
Chile,Arica y Parinacota,4/11/2020,107,20,0,0,226068
Chile,Arica y Parinacota,4/12/2020,115,8,1,1,226068
Chile,Arica y Parinacota,4/13/2020,115,0,1,0,226068
Chile,Arica y Parinacota,4/14/2020,120,5,1,0,226068
Chile,Arica y Parinacota,4/15/2020,124,4,1,0,226068
Chile,Arica y Parinacota,4/16/2020,129,5,1,0,226068
Chile,Arica y Parinacota,4/17/2020,134,5,2,1,226068
Chile,Arica y Parinacota,4/18/2020,142,8,2,0,226068
Chile,Arica y Parinacota,4/19/2020,145,3,2,0,226068
Chile,Arica y Parinacota,4/20/2020,161,16,2,0,226068
Chile,Arica y Parinacota,4/21/2020,170,9,2,0,226068
Chile,Arica y Parinacota,4/22/2020,180,10,2,0,226068
Chile,Arica y Parinacota,4/23/2020,210,30,2,0,226068
Chile,Arica y Parinacota,4/24/2020,239,29,3,1,226068
Chile,Arica y Parinacota,4/25/2020,245,6,3,0,226068
Chile,Arica y Parinacota,4/26/2020,252,7,3,0,226068
Chile,Arica y Parinacota,4/27/2020,265,13,3,0,226068
Chile,Arica y Parinacota,4/28/2020,268,3,3,0,226068
Chile,Arica y Parinacota,4/29/2020,272,4,4,1,226068
Chile,Arica y Parinacota,4/30/2020,279,7,4,0,226068
Chile,Arica y Parinacota,5/1/2020,297,18,4,0,226068
Chile,Arica y Parinacota,5/2/2020,307,10,4,0,226068
Chile,Arica y Parinacota,5/3/2020,308,1,4,0,226068
Chile,Arica y Parinacota,5/4/2020,308,0,4,0,226068
Chile,Arica y Parinacota,5/5/2020,315,7,4,0,226068
Chile,Arica y Parinacota,5/6/2020,318,3,5,1,226068
Chile,Arica y Parinacota,5/7/2020,325,7,6,1,226068
Chile,Arica y Parinacota,5/8/2020,327,2,6,0,226068
Chile,Arica y Parinacota,5/9/2020,337,10,6,0,226068
Chile,Arica y Parinacota,5/10/2020,340,3,6,0,226068
Chile,Arica y Parinacota,5/11/2020,351,11,7,1,226068
Chile,Arica y Parinacota,5/12/2020,351,0,7,0,226068
Chile,Arica y Parinacota,5/13/2020,359,8,7,0,226068
Chile,Arica y Parinacota,5/14/2020,363,4,7,0,226068
Chile,Arica y Parinacota,5/15/2020,368,5,7,0,226068
Chile,Arica y Parinacota,5/16/2020,377,9,7,0,226068
Chile,Arica y Parinacota,5/17/2020,378,1,7,0,226068
Chile,Arica y Parinacota,5/18/2020,398,20,7,0,226068
Chile,Arica y Parinacota,5/19/2020,422,24,7,0,226068
Chile,Arica y Parinacota,5/20/2020,424,2,7,0,226068
Chile,Arica y Parinacota,5/21/2020,453,29,7,0,226068
Chile,Arica y Parinacota,5/22/2020,471,18,7,0,226068
Chile,Arica y Parinacota,5/23/2020,482,11,7,0,226068
Chile,Arica y Parinacota,5/24/2020,498,16,7,0,226068
Chile,Arica y Parinacota,5/25/2020,513,15,7,0,226068
Chile,Arica y Parinacota,5/26/2020,522,9,7,0,226068
Chile,Arica y Parinacota,5/27/2020,541,19,7,0,226068
Chile,Arica y Parinacota,5/28/2020,562,21,7,0,226068
Chile,Arica y Parinacota,5/29/2020,582,20,7,0,226068
Chile,Arica y Parinacota,5/30/2020,588,6,7,0,226068
Chile,Arica y Parinacota,5/31/2020,619,31,7,0,226068
Chile,Arica y Parinacota,6/1/2020,636,17,8,1,226068
Chile,Atacama,2/26/2020,0,0,0,0,286168
Chile,Atacama,2/27/2020,0,0,0,0,286168
Chile,Atacama,2/28/2020,0,0,0,0,286168
Chile,Atacama,2/29/2020,0,0,0,0,286168
Chile,Atacama,3/1/2020,0,0,0,0,286168
Chile,Atacama,3/2/2020,0,0,0,0,286168
Chile,Atacama,3/3/2020,0,0,0,0,286168
Chile,Atacama,3/4/2020,0,0,0,0,286168
Chile,Atacama,3/5/2020,0,0,0,0,286168
Chile,Atacama,3/6/2020,0,0,0,0,286168
Chile,Atacama,3/7/2020,0,0,0,0,286168
Chile,Atacama,3/8/2020,0,0,0,0,286168
Chile,Atacama,3/9/2020,0,0,0,0,286168
Chile,Atacama,3/10/2020,0,0,0,0,286168
Chile,Atacama,3/11/2020,0,0,0,0,286168
Chile,Atacama,3/12/2020,0,0,0,0,286168
Chile,Atacama,3/13/2020,0,0,0,0,286168
Chile,Atacama,3/14/2020,1,1,0,0,286168
Chile,Atacama,3/15/2020,1,0,0,0,286168
Chile,Atacama,3/16/2020,1,0,0,0,286168
Chile,Atacama,3/17/2020,1,0,0,0,286168
Chile,Atacama,3/18/2020,1,0,0,0,286168
Chile,Atacama,3/19/2020,1,0,0,0,286168
Chile,Atacama,3/20/2020,1,0,0,0,286168
Chile,Atacama,3/21/2020,1,0,0,0,286168
Chile,Atacama,3/22/2020,1,0,0,0,286168
Chile,Atacama,3/23/2020,1,0,0,0,286168
Chile,Atacama,3/24/2020,1,0,0,0,286168
Chile,Atacama,3/25/2020,1,0,0,0,286168
Chile,Atacama,3/26/2020,1,0,0,0,286168
Chile,Atacama,3/27/2020,1,0,0,0,286168
Chile,Atacama,3/28/2020,1,0,0,0,286168
Chile,Atacama,3/29/2020,2,1,0,0,286168
Chile,Atacama,3/30/2020,2,0,0,0,286168
Chile,Atacama,3/31/2020,2,0,0,0,286168
Chile,Atacama,4/1/2020,3,1,0,0,286168
Chile,Atacama,4/2/2020,3,0,0,0,286168
Chile,Atacama,4/3/2020,5,2,0,0,286168
Chile,Atacama,4/4/2020,5,0,0,0,286168
Chile,Atacama,4/5/2020,5,0,0,0,286168
Chile,Atacama,4/6/2020,5,0,0,0,286168
Chile,Atacama,4/7/2020,6,1,0,0,286168
Chile,Atacama,4/8/2020,8,2,0,0,286168
Chile,Atacama,4/9/2020,10,2,0,0,286168
Chile,Atacama,4/10/2020,13,3,0,0,286168
Chile,Atacama,4/11/2020,13,0,0,0,286168
Chile,Atacama,4/12/2020,13,0,0,0,286168
Chile,Atacama,4/13/2020,13,0,0,0,286168
Chile,Atacama,4/14/2020,13,0,0,0,286168
Chile,Atacama,4/15/2020,13,0,0,0,286168
Chile,Atacama,4/16/2020,13,0,0,0,286168
Chile,Atacama,4/17/2020,13,0,0,0,286168
Chile,Atacama,4/18/2020,13,0,0,0,286168
Chile,Atacama,4/19/2020,13,0,0,0,286168
Chile,Atacama,4/20/2020,13,0,0,0,286168
Chile,Atacama,4/21/2020,13,0,0,0,286168
Chile,Atacama,4/22/2020,13,0,0,0,286168
Chile,Atacama,4/23/2020,18,5,0,0,286168
Chile,Atacama,4/24/2020,21,3,0,0,286168
Chile,Atacama,4/25/2020,24,3,0,0,286168
Chile,Atacama,4/26/2020,29,5,0,0,286168
Chile,Atacama,4/27/2020,35,6,0,0,286168
Chile,Atacama,4/28/2020,35,0,0,0,286168
Chile,Atacama,4/29/2020,42,7,0,0,286168
Chile,Atacama,4/30/2020,43,1,0,0,286168
Chile,Atacama,5/1/2020,43,0,0,0,286168
Chile,Atacama,5/2/2020,59,16,0,0,286168
Chile,Atacama,5/3/2020,67,8,0,0,286168
Chile,Atacama,5/4/2020,70,3,0,0,286168
Chile,Atacama,5/5/2020,78,8,0,0,286168
Chile,Atacama,5/6/2020,80,2,0,0,286168
Chile,Atacama,5/7/2020,87,7,0,0,286168
Chile,Atacama,5/8/2020,88,1,0,0,286168
Chile,Atacama,5/9/2020,117,29,0,0,286168
Chile,Atacama,5/10/2020,124,7,0,0,286168
Chile,Atacama,5/11/2020,133,9,0,0,286168
Chile,Atacama,5/12/2020,134,1,0,0,286168
Chile,Atacama,5/13/2020,139,5,0,0,286168
Chile,Atacama,5/14/2020,140,1,0,0,286168
Chile,Atacama,5/15/2020,143,3,0,0,286168
Chile,Atacama,5/16/2020,146,3,0,0,286168
Chile,Atacama,5/17/2020,149,3,0,0,286168
Chile,Atacama,5/18/2020,157,8,0,0,286168
Chile,Atacama,5/19/2020,158,1,0,0,286168
Chile,Atacama,5/20/2020,163,5,0,0,286168
Chile,Atacama,5/21/2020,168,5,0,0,286168
Chile,Atacama,5/22/2020,175,7,0,0,286168
Chile,Atacama,5/23/2020,182,7,0,0,286168
Chile,Atacama,5/24/2020,182,0,0,0,286168
Chile,Atacama,5/25/2020,185,3,0,0,286168
Chile,Atacama,5/26/2020,188,3,0,0,286168
Chile,Atacama,5/27/2020,197,9,0,0,286168
Chile,Atacama,5/28/2020,202,5,0,0,286168
Chile,Atacama,5/29/2020,207,5,0,0,286168
Chile,Atacama,5/30/2020,215,8,0,0,286168
Chile,Atacama,5/31/2020,218,3,0,0,286168
Chile,Atacama,6/1/2020,232,14,0,0,286168
Chile,Aysen,2/26/2020,0,0,0,0,103158
Chile,Aysen,2/27/2020,0,0,0,0,103158
Chile,Aysen,2/28/2020,0,0,0,0,103158
Chile,Aysen,2/29/2020,0,0,0,0,103158
Chile,Aysen,3/1/2020,0,0,0,0,103158
Chile,Aysen,3/2/2020,0,0,0,0,103158
Chile,Aysen,3/3/2020,0,0,0,0,103158
Chile,Aysen,3/4/2020,0,0,0,0,103158
Chile,Aysen,3/5/2020,0,0,0,0,103158
Chile,Aysen,3/6/2020,0,0,0,0,103158
Chile,Aysen,3/7/2020,0,0,0,0,103158
Chile,Aysen,3/8/2020,0,0,0,0,103158
Chile,Aysen,3/9/2020,0,0,0,0,103158
Chile,Aysen,3/10/2020,0,0,0,0,103158
Chile,Aysen,3/11/2020,0,0,0,0,103158
Chile,Aysen,3/12/2020,0,0,0,0,103158
Chile,Aysen,3/13/2020,0,0,0,0,103158
Chile,Aysen,3/14/2020,1,1,0,0,103158
Chile,Aysen,3/15/2020,1,0,0,0,103158
Chile,Aysen,3/16/2020,1,0,0,0,103158
Chile,Aysen,3/17/2020,1,0,0,0,103158
Chile,Aysen,3/18/2020,1,0,0,0,103158
Chile,Aysen,3/19/2020,1,0,0,0,103158
Chile,Aysen,3/20/2020,1,0,0,0,103158
Chile,Aysen,3/21/2020,1,0,0,0,103158
Chile,Aysen,3/22/2020,1,0,0,0,103158
Chile,Aysen,3/23/2020,1,0,0,0,103158
Chile,Aysen,3/24/2020,1,0,0,0,103158
Chile,Aysen,3/25/2020,1,0,0,0,103158
Chile,Aysen,3/26/2020,2,1,0,0,103158
Chile,Aysen,3/27/2020,2,0,0,0,103158
Chile,Aysen,3/28/2020,2,0,0,0,103158
Chile,Aysen,3/29/2020,2,0,0,0,103158
Chile,Aysen,3/30/2020,2,0,0,0,103158
Chile,Aysen,3/31/2020,2,0,0,0,103158
Chile,Aysen,4/1/2020,3,1,0,0,103158
Chile,Aysen,4/2/2020,5,2,0,0,103158
Chile,Aysen,4/3/2020,6,1,0,0,103158
Chile,Aysen,4/4/2020,6,0,0,0,103158
Chile,Aysen,4/5/2020,7,1,0,0,103158
Chile,Aysen,4/6/2020,7,0,0,0,103158
Chile,Aysen,4/7/2020,7,0,0,0,103158
Chile,Aysen,4/8/2020,7,0,0,0,103158
Chile,Aysen,4/9/2020,7,0,0,0,103158
Chile,Aysen,4/10/2020,7,0,0,0,103158
Chile,Aysen,4/11/2020,7,0,0,0,103158
Chile,Aysen,4/12/2020,7,0,0,0,103158
Chile,Aysen,4/13/2020,7,0,0,0,103158
Chile,Aysen,4/14/2020,7,0,0,0,103158
Chile,Aysen,4/15/2020,7,0,0,0,103158
Chile,Aysen,4/16/2020,7,0,0,0,103158
Chile,Aysen,4/17/2020,7,0,0,0,103158
Chile,Aysen,4/18/2020,7,0,0,0,103158
Chile,Aysen,4/19/2020,7,0,0,0,103158
Chile,Aysen,4/20/2020,7,0,0,0,103158
Chile,Aysen,4/21/2020,7,0,0,0,103158
Chile,Aysen,4/22/2020,7,0,0,0,103158
Chile,Aysen,4/23/2020,7,0,0,0,103158
Chile,Aysen,4/24/2020,7,0,0,0,103158
Chile,Aysen,4/25/2020,7,0,0,0,103158
Chile,Aysen,4/26/2020,7,0,0,0,103158
Chile,Aysen,4/27/2020,7,0,0,0,103158
Chile,Aysen,4/28/2020,7,0,0,0,103158
Chile,Aysen,4/29/2020,7,0,0,0,103158
Chile,Aysen,4/30/2020,7,0,0,0,103158
Chile,Aysen,5/1/2020,7,0,0,0,103158
Chile,Aysen,5/2/2020,7,0,0,0,103158
Chile,Aysen,5/3/2020,7,0,0,0,103158
Chile,Aysen,5/4/2020,7,0,0,0,103158
Chile,Aysen,5/5/2020,7,0,0,0,103158
Chile,Aysen,5/6/2020,7,0,0,0,103158
Chile,Aysen,5/7/2020,8,1,0,0,103158
Chile,Aysen,5/8/2020,8,0,0,0,103158
Chile,Aysen,5/9/2020,8,0,0,0,103158
Chile,Aysen,5/10/2020,8,0,0,0,103158
Chile,Aysen,5/11/2020,8,0,0,0,103158
Chile,Aysen,5/12/2020,8,0,0,0,103158
Chile,Aysen,5/13/2020,8,0,0,0,103158
Chile,Aysen,5/14/2020,8,0,0,0,103158
Chile,Aysen,5/15/2020,8,0,0,0,103158
Chile,Aysen,5/16/2020,8,0,0,0,103158
Chile,Aysen,5/17/2020,8,0,0,0,103158
Chile,Aysen,5/18/2020,8,0,0,0,103158
Chile,Aysen,5/19/2020,8,0,0,0,103158
Chile,Aysen,5/20/2020,8,0,0,0,103158
Chile,Aysen,5/21/2020,8,0,0,0,103158
Chile,Aysen,5/22/2020,8,0,0,0,103158
Chile,Aysen,5/23/2020,8,0,0,0,103158
Chile,Aysen,5/24/2020,8,0,0,0,103158
Chile,Aysen,5/25/2020,10,2,0,0,103158
Chile,Aysen,5/26/2020,12,2,0,0,103158
Chile,Aysen,5/27/2020,12,0,0,0,103158
Chile,Aysen,5/28/2020,14,2,0,0,103158
Chile,Aysen,5/29/2020,16,2,0,0,103158
Chile,Aysen,5/30/2020,16,0,0,0,103158
Chile,Aysen,5/31/2020,17,1,0,0,103158
Chile,Aysen,6/1/2020,17,0,0,0,103158
Chile,Biobio,2/26/2020,0,0,0,0,1556805
Chile,Biobio,2/27/2020,0,0,0,0,1556805
