Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated,Total Detected True,Total Detected Deaths True,Total Detected LB,Active LB,Active Hospitalized LB,Cumulative Hospitalized LB,Total Detected Deaths LB,Active Ventilated LB,Total Detected UB,Active UB,Active Hospitalized UB,Cumulative Hospitalized UB,Total Detected Deaths UB,Active Ventilated UB
Oceania,Australia,Australian Capital Territory,2020-08-30,113,0,0,15,3,0,,,113,0,0,15,3,0,115,0,0,15,3,0
Oceania,Australia,Australian Capital Territory,2020-08-31,113,0,0,15,3,0,,,113,0,0,15,3,0,115,0,0,15,3,0
Oceania,Australia,Australian Capital Territory,2020-09-01,113,0,0,15,3,0,,,113,0,0,15,3,0,115,0,0,15,3,0
Oceania,Australia,Australian Capital Territory,2020-09-02,113,0,0,15,3,0,,,113,0,0,15,3,0,115,0,0,15,3,0
Oceania,Australia,Australian Capital Territory,2020-09-03,113,0,0,15,3,0,,,113,0,0,15,3,0,115,0,0,15,3,0
Oceania,Australia,Australian Capital Territory,2020-09-04,113,0,0,15,3,0,,,113,0,0,15,3,0,115,0,0,15,3,0
Oceania,Australia,Australian Capital Territory,2020-09-05,113,0,0,15,3,0,,,113,0,0,15,3,0,115,0,0,15,3,0
Oceania,Australia,Australian Capital Territory,2020-09-06,113,0,0,15,3,0,,,113,0,0,15,3,0,115,0,0,15,3,0
Oceania,Australia,Australian Capital Territory,2020-09-07,113,0,0,15,3,0,,,113,0,0,15,3,0,115,0,0,15,3,0
Oceania,Australia,Australian Capital Territory,2020-09-08,113,0,0,15,3,0,,,113,0,0,15,3,0,116,0,0,15,3,0
Oceania,Australia,Australian Capital Territory,2020-09-09,113,0,0,15,3,0,,,113,0,0,15,3,0,116,0,0,15,3,0
Oceania,Australia,Australian Capital Territory,2020-09-10,113,0,0,15,3,0,,,113,0,0,15,3,0,116,0,0,15,3,0
Oceania,Australia,Australian Capital Territory,2020-09-11,113,0,0,15,3,0,,,113,0,0,15,3,0,116,0,0,15,3,0
Oceania,Australia,Australian Capital Territory,2020-09-12,113,0,0,15,3,0,,,113,0,0,15,3,0,116,0,0,15,3,0
Oceania,Australia,Australian Capital Territory,2020-09-13,113,0,0,15,3,0,,,113,0,0,15,3,0,116,0,0,15,3,0
Oceania,Australia,Australian Capital Territory,2020-09-14,113,0,0,15,3,0,,,113,0,0,15,3,0,116,0,0,15,3,0
Oceania,Australia,Australian Capital Territory,2020-09-15,113,0,0,15,3,0,,,113,0,0,15,3,0,116,0,0,15,3,0
Oceania,Australia,Australian Capital Territory,2020-09-16,113,0,0,15,3,0,,,113,0,0,15,3,0,116,0,0,15,3,0
Oceania,Australia,Australian Capital Territory,2020-09-17,113,0,0,15,3,0,,,113,0,0,15,3,0,116,0,0,15,3,0
Oceania,Australia,Australian Capital Territory,2020-09-18,113,0,0,15,3,0,,,113,0,0,15,3,0,116,0,0,15,3,0
Oceania,Australia,Australian Capital Territory,2020-09-19,113,0,0,15,3,0,,,113,0,0,15,3,0,116,0,0,15,3,0
Oceania,Australia,Australian Capital Territory,2020-09-20,113,0,0,15,3,0,,,113,0,0,15,3,0,116,0,0,15,3,0
Oceania,Australia,Australian Capital Territory,2020-09-21,113,0,0,15,3,0,,,113,0,0,15,3,0,117,0,0,15,3,0
Oceania,Australia,Australian Capital Territory,2020-09-22,113,0,0,15,3,0,,,113,0,0,15,3,0,117,0,0,15,3,0
Oceania,Australia,Australian Capital Territory,2020-09-23,113,0,0,15,3,0,,,113,0,0,15,3,0,117,0,0,15,3,0
Oceania,Australia,Australian Capital Territory,2020-09-24,113,0,0,15,3,0,,,113,0,0,15,3,0,117,0,0,15,3,0
Oceania,Australia,Australian Capital Territory,2020-09-25,113,0,0,15,3,0,,,113,0,0,15,3,0,117,0,0,15,3,0
Oceania,Australia,Australian Capital Territory,2020-09-26,113,0,0,15,3,0,,,113,0,0,15,3,0,117,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-09-27,113,0,0,15,3,0,,,113,0,0,15,3,0,117,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-09-28,113,0,0,15,3,0,,,113,0,0,15,3,0,117,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-09-29,113,0,0,15,3,0,,,113,0,0,15,3,0,117,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-09-30,113,0,0,15,3,0,,,113,0,0,15,3,0,117,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-01,113,0,0,15,3,0,,,113,0,0,15,3,0,117,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-02,113,0,0,15,3,0,,,113,0,0,15,3,0,117,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-03,113,0,0,15,3,0,,,113,0,0,15,3,0,117,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-04,113,0,0,15,3,0,,,113,0,0,15,3,0,117,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-05,113,0,0,15,3,0,,,113,0,0,15,3,0,117,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-06,113,0,0,15,3,0,,,113,0,0,15,3,0,117,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-07,113,0,0,15,3,0,,,113,0,0,15,3,0,117,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-08,113,0,0,15,3,0,,,113,0,0,15,3,0,117,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-09,113,0,0,15,3,0,,,113,0,0,15,3,0,118,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-10,113,0,0,15,3,0,,,113,0,0,15,3,0,118,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-11,113,0,0,15,3,0,,,113,0,0,15,3,0,118,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-12,113,0,0,15,3,0,,,113,0,0,15,3,0,118,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-13,113,0,0,15,3,0,,,113,0,0,15,3,0,118,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-14,113,0,0,15,3,0,,,113,0,0,15,3,0,118,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-15,113,0,0,15,3,0,,,113,0,0,15,3,0,118,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-16,113,0,0,15,3,0,,,113,0,0,15,3,0,118,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-17,113,0,0,15,3,0,,,113,0,0,15,3,0,118,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-18,113,0,0,15,3,0,,,113,0,0,15,3,0,118,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-19,113,0,0,15,3,0,,,113,0,0,15,3,0,118,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-20,113,0,0,15,3,0,,,113,0,0,15,3,0,118,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-21,113,0,0,15,3,0,,,113,0,0,15,3,0,118,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-22,113,0,0,15,3,0,,,113,0,0,15,3,0,118,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-23,113,0,0,15,3,0,,,113,0,0,15,3,0,118,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-24,113,0,0,15,3,0,,,113,0,0,15,3,0,118,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-25,113,0,0,15,3,0,,,113,0,0,15,3,0,118,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-26,113,0,0,15,3,0,,,113,0,0,15,3,0,118,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-27,113,0,0,15,3,0,,,113,0,0,15,3,0,118,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-28,113,0,0,15,3,0,,,113,0,0,15,3,0,118,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-29,113,0,0,15,3,0,,,113,0,0,15,3,0,118,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-30,113,0,0,15,3,0,,,113,0,0,15,3,0,118,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-10-31,113,0,0,15,3,0,,,113,0,0,15,3,0,119,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-11-01,113,0,0,15,3,0,,,113,0,0,15,3,0,119,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-11-02,113,0,0,15,3,0,,,113,0,0,15,3,0,119,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-11-03,113,0,0,15,3,0,,,113,0,0,15,3,0,119,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-11-04,113,0,0,15,3,0,,,113,0,0,15,3,0,119,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-11-05,113,0,0,15,3,0,,,113,0,0,15,3,0,119,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-11-06,113,0,0,15,3,0,,,113,0,0,15,3,0,119,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-11-07,113,0,0,15,3,0,,,113,0,0,15,3,0,119,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-11-08,113,0,0,15,3,0,,,113,0,0,15,3,0,119,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-11-09,113,0,0,15,3,0,,,113,0,0,15,3,0,119,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-11-10,113,0,0,15,3,0,,,113,0,0,15,3,0,119,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-11-11,113,0,0,15,3,0,,,113,0,0,15,3,0,119,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-11-12,113,0,0,15,3,0,,,113,0,0,15,3,0,119,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-11-13,113,0,0,15,3,0,,,113,0,0,15,3,0,119,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-11-14,113,0,0,15,3,0,,,113,0,0,15,3,0,119,0,0,16,3,0
Oceania,Australia,Australian Capital Territory,2020-11-15,113,0,0,15,3,0,,,113,0,0,15,3,0,119,0,0,16,3,0
Oceania,Australia,New South Wales,2020-08-25,3740,36,12,559,54,1,,,3740,36,12,559,54,1,3740,36,12,559,54,1
Oceania,Australia,New South Wales,2020-08-26,3740,34,11,559,54,1,,,3740,33,11,559,54,1,3904,35,11,584,55,1
Oceania,Australia,New South Wales,2020-08-27,3740,32,11,559,54,1,,,3740,30,10,559,54,1,3972,34,12,594,56,1
Oceania,Australia,New South Wales,2020-08-28,3740,30,10,559,54,1,,,3740,28,9,559,54,1,4024,32,11,601,56,1
Oceania,Australia,New South Wales,2020-08-29,3740,29,10,559,54,1,,,3740,26,9,559,54,1,4068,32,11,608,56,1
Oceania,Australia,New South Wales,2020-08-30,3740,27,9,559,54,1,,,3740,24,8,559,54,1,4107,30,10,614,57,1
Oceania,Australia,New South Wales,2020-08-31,3740,25,9,559,54,1,,,3740,22,8,559,54,1,4142,28,10,619,57,1
Oceania,Australia,New South Wales,2020-09-01,3740,24,8,559,54,1,,,3740,21,7,559,54,1,4174,27,9,624,57,1
Oceania,Australia,New South Wales,2020-09-02,3740,22,8,559,54,1,,,3740,19,7,559,54,1,4204,25,9,628,57,1
Oceania,Australia,New South Wales,2020-09-03,3740,21,8,559,54,1,,,3740,18,7,559,54,1,4232,24,9,633,57,1
Oceania,Australia,New South Wales,2020-09-04,3740,20,7,559,54,1,,,3740,17,6,559,54,1,4259,23,8,637,58,1
Oceania,Australia,New South Wales,2020-09-05,3740,19,7,559,54,1,,,3740,16,6,559,54,1,4284,22,8,640,58,1
Oceania,Australia,New South Wales,2020-09-06,3740,18,7,559,54,0,,,3740,15,6,559,54,0,4308,21,8,644,58,0
Oceania,Australia,New South Wales,2020-09-07,3740,17,6,559,54,0,,,3740,14,5,559,54,0,4332,20,7,647,58,0
Oceania,Australia,New South Wales,2020-09-08,3740,16,6,559,54,0,,,3740,13,5,559,54,0,4354,19,7,651,58,0
Oceania,Australia,New South Wales,2020-09-09,3740,15,6,559,54,0,,,3740,12,5,559,54,0,4375,18,7,654,58,0
Oceania,Australia,New South Wales,2020-09-10,3740,14,6,559,54,0,,,3740,12,5,559,54,0,4396,16,7,657,59,0
Oceania,Australia,New South Wales,2020-09-11,3740,13,5,559,54,0,,,3740,11,4,559,54,0,4417,15,6,660,59,0
Oceania,Australia,New South Wales,2020-09-12,3740,12,5,559,54,0,,,3740,10,4,559,54,0,4436,14,6,663,59,0
Oceania,Australia,New South Wales,2020-09-13,3740,12,5,559,54,0,,,3740,10,4,559,54,0,4455,14,6,666,59,0
Oceania,Australia,New South Wales,2020-09-14,3740,11,5,559,54,0,,,3740,9,4,559,54,0,4474,13,6,669,59,0
Oceania,Australia,New South Wales,2020-09-15,3740,10,4,559,54,0,,,3740,8,3,559,54,0,4492,12,5,671,59,0
Oceania,Australia,New South Wales,2020-09-16,3740,10,4,559,54,0,,,3740,8,3,559,54,0,4510,12,5,674,59,0
Oceania,Australia,New South Wales,2020-09-17,3740,9,4,559,54,0,,,3740,7,3,559,54,0,4527,11,5,677,59,0
Oceania,Australia,New South Wales,2020-09-18,3740,9,4,559,54,0,,,3740,7,3,559,54,0,4544,11,5,679,60,0
Oceania,Australia,New South Wales,2020-09-19,3740,8,4,559,54,0,,,3740,6,3,559,54,0,4560,10,5,682,60,0
Oceania,Australia,New South Wales,2020-09-20,3740,8,4,559,54,0,,,3740,6,3,559,54,0,4577,10,5,684,60,0
Oceania,Australia,New South Wales,2020-09-21,3740,7,3,559,54,0,,,3740,5,2,559,54,0,4593,9,4,686,60,0
Oceania,Australia,New South Wales,2020-09-22,3740,7,3,559,54,0,,,3740,5,2,559,54,0,4608,9,4,689,60,0
Oceania,Australia,New South Wales,2020-09-23,3740,7,3,559,54,0,,,3740,5,2,559,54,0,4624,9,4,691,60,0
Oceania,Australia,New South Wales,2020-09-24,3740,6,3,559,54,0,,,3740,5,2,559,54,0,4639,7,4,693,60,0
Oceania,Australia,New South Wales,2020-09-25,3740,6,3,559,54,0,,,3740,5,2,559,54,0,4654,7,4,696,60,0
Oceania,Australia,New South Wales,2020-09-26,3740,5,3,559,54,0,,,3740,4,2,559,54,0,4668,6,4,698,60,0
Oceania,Australia,New South Wales,2020-09-27,3740,5,3,559,54,0,,,3740,4,2,559,54,0,4683,6,4,700,61,0
Oceania,Australia,New South Wales,2020-09-28,3740,5,2,559,54,0,,,3740,4,1,559,54,0,4697,6,3,702,61,0
Oceania,Australia,New South Wales,2020-09-29,3740,5,2,559,54,0,,,3740,4,1,559,54,0,4711,6,3,704,61,0
Oceania,Australia,New South Wales,2020-09-30,3740,4,2,559,54,0,,,3740,3,1,559,54,0,4724,5,3,706,61,0
Oceania,Australia,New South Wales,2020-10-01,3740,4,2,559,54,0,,,3740,3,1,559,54,0,4738,5,3,708,61,0
Oceania,Australia,New South Wales,2020-10-02,3740,4,2,559,54,0,,,3740,3,1,559,54,0,4751,5,3,710,61,0
Oceania,Australia,New South Wales,2020-10-03,3740,4,2,559,54,0,,,3740,3,1,559,54,0,4765,5,3,712,61,0
Oceania,Australia,New South Wales,2020-10-04,3740,3,2,559,54,0,,,3740,2,1,559,54,0,4778,4,3,714,61,0
Oceania,Australia,New South Wales,2020-10-05,3740,3,2,559,54,0,,,3740,2,1,559,54,0,4791,4,3,716,61,0
Oceania,Australia,New South Wales,2020-10-06,3740,3,2,559,54,0,,,3740,2,1,559,54,0,4803,4,3,718,61,0
