Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated,Total Detected True,Total Detected Deaths True,Total Detected LB,Active LB,Active Hospitalized LB,Cumulative Hospitalized LB,Total Detected Deaths LB,Active Ventilated LB,Total Detected UB,Active UB,Active Hospitalized UB,Cumulative Hospitalized UB,Total Detected Deaths UB,Active Ventilated UB
None,None,None,2020-04-09,6702,3148,575,997,61,112,7319.0,52.0,6702,3148,575,997,61,112,6702,3148,575,997,61,112
None,None,None,2020-04-10,6840,3083,569,1019,64,110,7470.0,56.0,6840,3083,569,1019,64,110,6840,3083,569,1019,64,110
None,None,None,2020-04-11,6969,3012,562,1038,66,109,7587.0,61.0,6969,3012,562,1038,66,109,6969,3012,562,1038,66,109
None,None,None,2020-04-12,7088,2938,553,1055,70,105,7617.0,64.0,7088,2938,553,1055,70,105,7088,2938,553,1055,70,105
None,None,None,2020-04-13,7199,2861,545,1072,73,103,7672.0,66.0,7199,2861,545,1072,73,103,7199,2861,545,1072,73,103
None,None,None,2020-04-14,7299,2779,535,1089,76,98,7753.0,71.0,7299,2779,535,1089,76,98,7299,2779,535,1089,76,98
None,None,None,2020-04-15,7393,2694,524,1102,80,96,7798.0,72.0,7393,2694,524,1102,80,96,7393,2694,524,1102,80,96
None,None,None,2020-04-16,7479,2609,514,1114,82,94,7835.0,72.0,7479,2609,514,1114,82,94,7479,2609,514,1114,82,94
None,None,None,2020-04-17,7560,2524,501,1128,85,90,7903.0,77.0,7560,2524,501,1128,85,90,7560,2524,501,1128,85,90
None,None,None,2020-04-18,7634,2435,490,1139,87,85,7962.0,78.0,7634,2435,490,1139,87,85,7634,2435,490,1139,87,85
None,None,None,2020-04-19,7700,2349,478,1149,89,83,8013.0,79.0,7700,2349,478,1149,89,83,7700,2349,478,1149,89,83
None,None,None,2020-04-20,7763,2264,465,1158,93,80,8035.0,79.0,7763,2264,465,1158,93,80,7763,2264,465,1158,93,80
None,None,None,2020-04-21,7822,2180,451,1166,96,77,8062.0,80.0,7822,2180,451,1166,96,77,7822,2180,451,1166,96,77
None,None,None,2020-04-22,7877,2095,441,1174,98,72,8075.0,81.0,7877,2095,441,1174,98,72,7877,2095,441,1174,98,72
None,None,None,2020-04-23,7928,2011,429,1181,100,71,8090.0,92.0,7928,2011,429,1181,100,71,7928,2011,429,1181,100,71
None,None,None,2020-04-24,7973,1931,414,1189,102,67,8110.0,97.0,7973,1931,414,1189,102,67,7973,1931,414,1189,102,67
None,None,None,2020-04-25,8016,1854,403,1195,104,64,8136.0,98.0,8016,1854,403,1195,104,64,8016,1854,403,1195,104,64
None,None,None,2020-04-26,8056,1778,389,1200,107,60,8155.0,102.0,8056,1778,389,1200,107,60,8056,1778,389,1200,107,60
None,None,None,2020-04-27,8095,1703,376,1209,109,58,8165.0,102.0,8095,1703,376,1209,109,58,8095,1703,376,1209,109,58
None,None,None,2020-04-28,8130,1632,367,1213,109,56,8190.0,108.0,8130,1632,367,1213,109,56,8130,1632,367,1213,109,56
None,None,None,2020-04-29,8164,1562,355,1217,111,54,8200.0,110.0,8164,1562,355,1217,111,54,8164,1562,355,1217,111,54
None,None,None,2020-04-30,8196,1495,341,1222,113,50,8217.0,112.0,8196,1495,341,1222,113,50,8196,1495,341,1222,113,50
None,None,None,2020-05-01,8224,1431,333,1226,115,48,8236.0,113.0,8224,1431,333,1226,115,48,8224,1431,333,1226,115,48
None,None,None,2020-05-02,8252,1370,320,1231,116,47,8257.0,114.0,8252,1370,320,1231,116,47,8252,1370,320,1231,116,47
None,None,None,2020-05-03,8277,1311,309,1235,116,44,8280.0,115.0,8277,1311,309,1235,116,44,8277,1311,309,1235,116,44
None,None,None,2020-05-04,8302,1254,300,1238,119,42,8304.0,116.0,8302,1254,300,1238,119,42,8302,1254,300,1238,119,42
None,None,None,2020-05-05,8327,1198,288,1242,119,40,8334.0,118.0,8327,1198,288,1242,119,40,8327,1198,288,1242,119,40
None,None,None,2020-05-06,8350,1146,279,1244,121,40,8354.0,118.0,8350,1146,279,1244,121,40,8350,1146,279,1244,121,40
None,None,None,2020-05-07,8370,1097,270,1248,121,38,8374.0,118.0,8370,1097,270,1248,121,38,8370,1097,270,1248,121,38
None,None,None,2020-05-08,8391,1049,260,1250,122,36,8381.0,118.0,8391,1049,260,1250,122,36,8391,1049,260,1250,122,36
None,None,None,2020-05-09,8409,1002,251,1252,124,32,8404.0,118.0,8409,1002,251,1252,124,32,8409,1002,251,1252,124,32
None,None,None,2020-05-10,8428,959,243,1256,125,30,8416.0,118.0,8428,959,243,1256,125,30,8428,959,243,1256,125,30
None,None,None,2020-05-11,8446,918,234,1260,126,29,8438.0,118.0,8446,918,234,1260,126,29,8446,918,234,1260,126,29
None,None,None,2020-05-12,8462,879,227,1262,128,28,8448.0,119.0,8462,879,227,1262,128,28,8462,879,227,1262,128,28
None,None,None,2020-05-13,8480,841,220,1264,129,28,8457.0,119.0,8480,841,220,1264,129,28,8480,841,220,1264,129,28
None,None,None,2020-05-14,8494,804,211,1266,130,26,8488.0,119.0,8494,804,211,1266,130,26,8494,804,211,1266,130,26
None,None,None,2020-05-15,8510,770,204,1270,130,26,8504.0,119.0,8510,770,204,1270,130,26,8510,770,204,1270,130,26
None,None,None,2020-05-16,8525,737,196,1271,131,24,8514.0,119.0,8525,737,196,1271,131,24,8525,737,196,1271,131,24
None,None,None,2020-05-17,8540,706,191,1273,132,23,8524.0,120.0,8540,706,191,1273,132,23,8540,706,191,1273,132,23
None,None,None,2020-05-18,8553,676,184,1276,134,22,8538.0,120.0,8553,676,184,1276,134,22,8553,676,184,1276,134,22
None,None,None,2020-05-19,8566,648,177,1278,134,22,8546.0,121.0,8566,648,177,1278,134,22,8566,648,177,1278,134,22
None,None,None,2020-05-20,8580,621,170,1279,135,20,8555.0,121.0,8580,621,170,1279,135,20,8580,621,170,1279,135,20
None,None,None,2020-05-21,8591,597,165,1281,135,19,8570.0,122.0,8591,597,165,1281,135,19,8591,597,165,1281,135,19
None,None,None,2020-05-22,8604,572,158,1283,136,18,8574.0,122.0,8604,572,158,1283,136,18,8604,572,158,1283,136,18
None,None,None,2020-05-23,8614,547,153,1285,137,16,8589.0,123.0,8614,547,153,1285,137,16,8614,547,153,1285,137,16
None,None,None,2020-05-24,8626,523,149,1286,137,16,8589.0,123.0,8626,523,149,1286,137,16,8626,523,149,1286,137,16
None,None,None,2020-05-25,8638,504,144,1289,138,15,8601.0,123.0,8638,504,144,1289,138,15,8638,504,144,1289,138,15
None,None,None,2020-05-26,8650,483,140,1291,138,14,8614.0,124.0,8650,483,140,1291,138,14,8650,483,140,1291,138,14
None,None,None,2020-05-27,8661,466,134,1293,138,14,8625.0,125.0,8661,466,134,1293,138,14,8661,466,134,1293,138,14
None,None,None,2020-05-28,8671,447,129,1294,139,14,8640.0,125.0,8671,447,129,1294,139,14,8671,447,129,1294,139,14
None,None,None,2020-05-29,8681,431,126,1295,140,14,8659.0,125.0,8681,431,126,1295,140,14,8681,431,126,1295,140,14
None,None,None,2020-05-30,8691,413,121,1297,140,12,8667.0,125.0,8691,413,121,1297,140,12,8691,413,121,1297,140,12
None,None,None,2020-05-31,8701,396,116,1298,141,11,8677.0,125.0,8701,396,116,1298,141,11,8701,396,116,1298,141,11
None,None,None,2020-06-01,8709,384,113,1300,141,11,8696.0,124.0,8709,384,113,1300,141,11,8709,384,113,1300,141,11
None,None,None,2020-06-02,8719,369,109,1302,142,11,8704.0,124.0,8719,369,109,1302,142,11,8719,369,109,1302,142,11
None,None,None,2020-06-03,8727,355,103,1303,142,11,8715.0,124.0,8727,355,103,1303,142,11,8727,355,103,1303,142,11
None,None,None,2020-06-04,8736,342,101,1304,142,11,8722.0,124.0,8736,342,101,1304,142,11,8736,342,101,1304,142,11
None,None,None,2020-06-05,8746,330,99,1305,143,10,8727.0,124.0,8746,330,99,1305,143,10,8746,330,99,1305,143,10
None,None,None,2020-06-06,8755,318,95,1306,143,10,8734.0,124.0,8755,318,95,1306,143,10,8755,318,95,1306,143,10
None,None,None,2020-06-07,8764,307,93,1308,144,9,8740.0,124.0,8764,307,93,1308,144,9,8764,307,93,1308,144,9
None,None,None,2020-06-08,8771,298,90,1309,145,9,8742.0,124.0,8771,298,90,1309,145,9,8771,298,90,1309,145,9
None,None,None,2020-06-09,8780,286,85,1310,145,8,8749.0,124.0,8780,286,85,1310,145,8,8780,286,85,1310,145,8
None,None,None,2020-06-10,8787,277,83,1311,146,8,8760.0,124.0,8787,277,83,1311,146,8,8787,277,83,1311,146,8
None,None,None,2020-06-11,8794,268,80,1312,146,8,8764.0,124.0,8794,268,80,1312,146,8,8794,268,80,1312,146,8
None,None,None,2020-06-12,8803,261,78,1313,147,8,8769.0,124.0,8803,261,78,1313,147,8,8803,261,78,1313,147,8
None,None,None,2020-06-13,8810,251,76,1314,147,8,8795.0,124.0,8810,251,76,1314,147,8,8810,251,76,1314,147,8
None,None,None,2020-06-14,8817,244,74,1316,147,7,8810.0,124.0,8817,244,74,1316,147,7,8817,244,74,1316,147,7
None,None,None,2020-06-15,8826,237,72,1317,148,6,8824.0,124.0,8826,237,72,1317,148,6,8826,237,72,1317,148,6
None,None,None,2020-06-16,8834,232,71,1319,148,6,8847.0,124.0,8834,232,71,1319,148,6,8834,232,71,1319,148,6
None,None,None,2020-06-17,8841,224,69,1320,148,6,8869.0,124.0,8841,224,69,1320,148,6,8841,224,69,1320,148,6
None,None,None,2020-06-18,8851,219,66,1321,148,6,8887.0,124.0,8851,219,66,1321,148,6,8851,219,66,1321,148,6
None,None,None,2020-06-19,8859,214,65,1322,149,6,8891.0,124.0,8859,214,65,1322,149,6,8859,214,65,1322,149,6
None,None,None,2020-06-20,8868,210,62,1324,149,6,8943.0,124.0,8868,210,62,1324,149,6,8868,210,62,1324,149,6
None,None,None,2020-06-21,8878,207,62,1325,149,6,8958.0,124.0,8878,207,62,1325,149,6,8878,207,62,1325,149,6
None,None,None,2020-06-22,8889,205,60,1327,149,6,8978.0,124.0,8889,205,60,1327,149,6,8889,205,60,1327,149,6
None,None,None,2020-06-23,8902,205,58,1329,150,5,9008.0,125.0,8902,205,58,1329,150,5,8902,205,58,1329,150,5
None,None,None,2020-06-24,8915,206,57,1331,150,5,9048.0,126.0,8915,206,57,1331,150,5,8915,206,57,1331,150,5
None,None,None,2020-06-25,8930,208,57,1333,150,5,9086.0,126.0,8930,208,57,1333,150,5,8930,208,57,1333,150,5
None,None,None,2020-06-26,8947,211,57,1335,151,6,9094.0,126.0,8947,211,57,1335,151,6,8947,211,57,1335,151,6
None,None,None,2020-06-27,8968,219,58,1338,151,6,9183.0,126.0,8968,219,58,1338,151,6,8968,219,58,1338,151,6
None,None,None,2020-06-28,8995,232,60,1342,151,6,9263.0,126.0,8995,232,60,1342,151,6,8995,232,60,1342,151,6
None,None,None,2020-06-29,9034,258,63,1348,152,8,9333.0,126.0,9034,258,63,1348,152,8,9034,258,63,1348,152,8
None,None,None,2020-06-30,9095,299,68,1357,152,10,9419.0,126.0,9095,299,68,1357,152,10,9095,299,68,1357,152,10
None,None,None,2020-07-01,9171,354,76,1369,152,12,9501.0,126.0,9171,354,76,1369,152,12,9171,354,76,1369,152,12
None,None,None,2020-07-02,9259,418,87,1382,153,14,9566.0,126.0,9259,418,87,1382,153,14,9259,418,87,1382,153,14
None,None,None,2020-07-03,9361,491,97,1398,153,17,9760.0,126.0,9361,491,97,1398,153,17,9361,491,97,1398,153,17
None,None,None,2020-07-04,9472,569,109,1415,155,20,9946.0,126.0,9472,569,109,1415,155,20,9472,569,109,1415,155,20
None,None,None,2020-07-05,9595,650,122,1433,156,23,10087.0,128.0,9595,650,122,1433,156,23,9595,650,122,1433,156,23
None,None,None,2020-07-06,9732,743,137,1454,156,27,10261.0,128.0,9732,743,137,1454,156,27,9732,743,137,1454,156,27
None,None,None,2020-07-07,9886,846,154,1476,157,30,10393.0,128.0,9886,846,154,1476,157,30,9886,846,154,1476,157,30
None,None,None,2020-07-08,10059,961,173,1503,158,34,10566.0,128.0,10059,961,173,1503,158,34,10059,961,173,1503,158,34
None,None,None,2020-07-09,10254,1089,194,1531,159,38,10885.0,128.0,10254,1089,194,1531,159,38,10254,1089,194,1531,159,38
None,None,None,2020-07-10,10470,1230,217,1564,162,45,11065.0,129.0,10470,1230,217,1564,162,45,10470,1230,217,1564,162,45
None,None,None,2020-07-11,10711,1387,243,1599,163,51,11310.0,130.0,10711,1387,243,1599,163,51,10711,1387,243,1599,163,51
None,None,None,2020-07-12,10980,1557,270,1641,165,57,11493.0,130.0,10980,1557,270,1641,165,57,10980,1557,270,1641,165,57
None,None,None,2020-07-13,11273,1744,302,1684,167,64,11765.0,130.0,11273,1744,302,1684,167,64,11273,1744,302,1684,167,64
None,None,None,2020-07-14,11591,1942,333,1731,170,71,12003.0,133.0,11591,1942,333,1731,170,71,11591,1942,333,1731,170,71
None,None,None,2020-07-15,11935,2155,367,1783,174,78,12327.0,135.0,11935,2155,367,1783,174,78,11935,2155,367,1783,174,78
None,None,None,2020-07-16,12304,2378,406,1838,177,86,12751.0,138.0,12304,2378,406,1838,177,86,12304,2378,406,1838,177,86
None,None,None,2020-07-17,12696,2605,444,1898,181,95,12960.0,140.0,12696,2605,444,1898,181,95,12696,2605,444,1898,181,95
None,None,None,2020-07-18,13106,2840,484,1958,184,104,13324.0,144.0,13106,2840,484,1958,184,104,13106,2840,484,1958,184,104
None,None,None,2020-07-19,13535,3074,525,2023,189,112,13592.0,145.0,13535,3074,525,2023,189,112,13535,3074,525,2023,189,112
None,None,None,2020-07-20,13975,3308,566,2089,194,120,13952.0,148.0,13975,3308,566,2089,194,120,13975,3308,566,2089,194,120
None,None,None,2020-07-21,14426,3536,607,2158,200,129,14418.0,150.0,14426,3536,607,2158,200,129,14426,3536,607,2158,200,129
None,None,None,2020-07-22,14885,3757,647,2226,205,137,14826.0,155.0,14885,3757,647,2226,205,137,14885,3757,647,2226,205,137
None,None,None,2020-07-23,15350,3970,685,2295,211,145,15120.0,161.0,15350,3970,685,2295,211,145,15350,3970,685,2295,211,145
None,None,None,2020-07-24,15814,4168,723,2364,218,152,15475.0,167.0,15814,4168,723,2364,218,152,15814,4168,723,2364,218,152
None,None,None,2020-07-25,16278,4356,758,2435,225,158,15928.0,177.0,16278,4356,758,2435,225,158,16278,4356,758,2435,225,158
None,None,None,2020-07-26,16741,4530,790,2504,232,165,16460.0,183.0,16741,4530,790,2504,232,165,16741,4530,790,2504,232,165
None,None,None,2020-07-27,17200,4690,822,2573,240,170,16829.0,189.0,17200,4690,822,2573,240,170,17200,4690,822,2573,240,170
None,None,None,2020-07-28,17654,4836,851,2641,248,175,17110.0,198.0,17654,4836,851,2641,248,175,17654,4836,851,2641,248,175
None,None,None,2020-07-29,18101,4964,878,2708,256,180,17827.0,211.0,18101,4964,878,2708,256,180,18101,4964,878,2708,256,180
None,None,None,2020-07-30,18538,5076,902,2773,264,184,18432.0,218.0,18538,5076,902,2773,264,184,18538,5076,902,2773,264,184
None,None,None,2020-07-31,18969,5174,924,2838,272,187,18809.0,223.0,18969,5174,924,2838,272,187,18969,5174,924,2838,272,187
None,None,None,2020-08-01,19391,5259,945,2901,281,190,19427.0,230.0,19391,5259,945,2901,281,190,19391,5259,945,2901,281,190
None,None,None,2020-08-02,19917,5429,978,2979,291,197,19962.0,245.0,19917,5429,978,2979,291,197,19917,5429,978,2979,291,197
None,None,None,2020-08-03,20334,5491,996,3042,300,198,20375.0,256.0,20334,5491,996,3042,300,198,20334,5491,996,3042,300,198
None,None,None,2020-08-04,20743,5542,1008,3102,309,200,21095.0,271.0,20743,5542,1008,3102,309,200,20743,5542,1008,3102,309,200
None,None,None,2020-08-05,21144,5583,1021,3162,319,201,21579.0,279.0,21144,5583,1021,3162,319,201,21144,5583,1021,3162,319,201
None,None,None,2020-08-06,21536,5612,1032,3222,329,203,21971.0,291.0,21536,5612,1032,3222,329,203,21536,5612,1032,3222,329,203
None,None,None,2020-08-07,21921,5634,1043,3279,339,203,22422.0,303.0,21921,5634,1043,3279,339,203,21921,5634,1043,3279,339,203
None,None,None,2020-08-08,22299,5646,1051,3336,350,203,22808.0,320.0,22299,5646,1051,3336,350,203,22299,5646,1051,3336,350,203
None,None,None,2020-08-09,22668,5651,1055,3391,359,203,23147.0,338.0,22668,5651,1055,3391,359,203,22668,5651,1055,3391,359,203
None,None,None,2020-08-10,23028,5645,1060,3446,368,202,23464.0,356.0,23028,5645,1060,3446,368,202,23028,5645,1060,3446,368,202
None,None,None,2020-08-11,23380,5632,1065,3498,378,203,23878.0,377.0,23380,5632,1065,3498,378,203,23380,5632,1065,3498,378,203
None,None,None,2020-08-12,23724,5612,1067,3550,387,201,24201.0,386.0,23724,5612,1067,3550,387,201,23724,5612,1067,3550,387,201
None,None,None,2020-08-13,24060,5587,1068,3600,397,199,24582.0,400.0,24060,5587,1068,3600,397,199,24060,5587,1068,3600,397,199
None,None,None,2020-08-14,24388,5558,1067,3650,406,197,24882.0,404.0,24388,5558,1067,3650,406,197,24388,5558,1067,3650,406,197
None,None,None,2020-08-15,24709,5521,1065,3698,416,196,25147.0,421.0,24709,5521,1065,3698,416,196,24709,5521,1065,3698,416,196
None,None,None,2020-08-16,25024,5479,1063,3745,425,194,25479.0,446.0,25024,5479,1063,3745,425,194,25024,5479,1063,3745,425,194
None,None,None,2020-08-17,25328,5430,1059,3790,434,192,25716.0,463.0,25328,5430,1059,3790,434,192,25328,5430,1059,3790,434,192
None,None,None,2020-08-18,25624,5380,1055,3835,444,190,25952.0,475.0,25624,5380,1055,3835,444,190,25624,5380,1055,3835,444,190
None,None,None,2020-08-19,25914,5325,1049,3878,454,188,26204.0,488.0,25914,5325,1049,3878,454,188,25914,5325,1049,3878,454,188
None,None,None,2020-08-20,26196,5267,1044,3920,463,186,26400.0,498.0,26196,5267,1044,3920,463,186,26196,5267,1044,3920,463,186
None,None,None,2020-08-21,26474,5206,1037,3962,472,183,26601.0,511.0,26474,5206,1037,3962,472,183,26474,5206,1037,3962,472,183
None,None,None,2020-08-22,26744,5144,1030,4002,482,181,26813.0,528.0,26744,5144,1030,4002,482,181,26744,5144,1030,4002,482,181
None,None,None,2020-08-23,27006,5077,1021,4042,491,178,26966.0,543.0,27006,5077,1021,4042,491,178,27006,5077,1021,4042,491,178
None,None,None,2020-08-24,27261,5007,1011,4080,499,176,27111.0,551.0,27261,5007,1011,4080,499,176,27261,5007,1011,4080,499,176
None,None,None,2020-08-25,27509,4934,1002,4117,508,173,,,27509,4934,1002,4117,508,173,27509,4934,1002,4117,508,173
None,None,None,2020-08-26,27751,4862,992,4153,517,171,,,27509,0,0,4117,508,0,14583183,2554987,521297,2182406,528282,89861
None,None,None,2020-08-27,27987,4788,983,4189,525,168,,,27509,0,0,4117,508,0,20612476,3526371,723981,3085206,746897,123732
None,None,None,2020-08-28,28218,4714,971,4223,533,166,,,27509,0,0,4117,508,0,25238965,4216333,868489,3777169,914648,148475
None,None,None,2020-08-29,28444,4640,961,4257,542,162,,,27509,0,0,4117,508,0,29139307,4753424,984491,4361061,1056072,165960
None,None,None,2020-08-30,28662,4563,949,4290,550,159,,,27509,0,0,4117,508,0,32575596,5186046,1078579,4875770,1180668,180710
None,None,None,2020-08-31,28875,4486,938,4322,558,157,,,27509,0,0,4117,508,0,35682255,5543570,1159133,5340908,1293312,194013
None,None,None,2020-09-01,29082,4408,925,4353,566,154,,,27509,0,0,4117,508,0,38539134,5841431,1225799,5768546,1396900,204079
None,None,None,2020-09-02,29284,4328,913,4383,573,151,,,27509,0,0,4117,508,0,41198262,6088857,1284456,6166233,1493317,212435
None,None,None,2020-09-03,29480,4251,900,4413,581,149,,,27509,0,0,4117,508,0,43695775,6300907,1333996,6541026,1583875,220850
None,None,None,2020-09-04,29673,4173,886,4442,589,145,,,27509,0,0,4117,508,0,46057989,6477269,1375236,6894806,1669528,225067
None,None,None,2020-09-05,29861,4097,875,4470,596,142,,,27509,0,0,4117,508,0,48304766,6627528,1415447,7230913,1750994,229707
None,None,None,2020-09-06,30043,4020,862,4498,603,139,,,27509,0,0,4117,508,0,50451537,6750830,1447566,7553540,1828834,233424
None,None,None,2020-09-07,30220,3942,848,4524,611,136,,,27509,0,0,4117,508,0,52510575,6849659,1473493,7860948,1903494,236315
None,None,None,2020-09-08,30393,3865,835,4550,618,133,,,27509,0,0,4117,508,0,54491831,6929587,1497078,8157728,1975333,238457
None,None,None,2020-09-09,30561,3788,822,4575,625,131,,,27509,0,0,4117,508,0,56403505,6991148,1517087,8443638,2044649,241774
None,None,None,2020-09-10,30726,3713,809,4599,632,127,,,27509,0,0,4117,508,0,58252452,7039359,1533758,8719099,2111691,240775
None,None,None,2020-09-11,30886,3639,795,4624,639,125,,,27509,0,0,4117,508,0,60044468,7074462,1545534,8989368,2176669,243008
None,None,None,2020-09-12,31043,3564,783,4647,646,122,,,27509,0,0,4117,508,0,61784509,7093386,1558395,9248868,2239762,242815
None,None,None,2020-09-13,31194,3492,770,4670,652,120,,,27509,0,0,4117,508,0,63476849,7105891,1566877,9503010,2301125,244189
None,None,None,2020-09-14,31342,3419,756,4692,658,117,,,27509,0,0,4117,508,0,65125211,7104304,1570884,9749457,2360894,243113
None,None,None,2020-09-15,31486,3346,743,4714,665,115,,,27509,0,0,4117,508,0,66732853,7091664,1574748,9991065,2419187,243736
None,None,None,2020-09-16,31626,3275,730,4735,671,112,,,27509,0,0,4117,508,0,68302652,7073015,1576581,10226176,2476107,241886
None,None,None,2020-09-17,31763,3206,717,4755,677,109,,,27509,0,0,4117,508,0,69837161,7049017,1576465,10454796,2531748,239658
None,None,None,2020-09-18,31897,3137,704,4775,683,107,,,27509,0,0,4117,508,0,71338658,7016001,1574518,10679440,2586192,239309
None,None,None,2020-09-19,32027,3070,692,4795,688,105,,,27509,0,0,4117,508,0,72809185,6979242,1573171,10900804,2639512,238704
None,None,None,2020-09-20,32155,3005,680,4814,694,102,,,27509,0,0,4117,508,0,74250585,6938983,1570219,11116228,2691777,235533
None,None,None,2020-09-21,32278,2937,666,4833,699,100,,,27509,0,0,4117,508,0,75664519,6884773,1561205,11329284,2743045,234415
None,None,None,2020-09-22,32397,2872,653,4851,705,98,,,27509,0,0,4117,508,0,77052501,6830718,1553085,11537540,2793374,233082
None,None,None,2020-09-23,32514,2808,641,4868,710,96,,,27509,0,0,4117,508,0,78415912,6772218,1545937,11740440,2842810,231529
None,None,None,2020-09-24,32628,2745,628,4885,715,94,,,27509,0,0,4117,508,0,79756010,6709889,1535086,11940913,2891402,229774
None,None,None,2020-09-25,32739,2683,617,4902,720,91,,,27509,0,0,4117,508,0,81073952,6644107,1527922,12139177,2939190,225350
None,None,None,2020-09-26,32848,2623,605,4918,725,88,,,27509,0,0,4117,508,0,82370803,6577527,1517119,12332550,2986214,220672
None,None,None,2020-09-27,32954,2564,592,4934,730,86,,,27509,0,0,4117,508,0,83647543,6508233,1502681,12524033,3032508,218295
None,None,None,2020-09-28,33057,2506,579,4949,735,85,,,27509,0,0,4117,508,0,84905078,6436523,1487130,12711233,3078106,218318
None,None,None,2020-09-29,33157,2449,568,4964,740,83,,,27509,0,0,4117,508,0,86144252,6362677,1475705,12896826,3123039,215640
None,None,None,2020-09-30,33254,2392,556,4979,744,81,,,27509,0,0,4117,508,0,87365843,6284330,1460739,13080969,3167333,212805
None,None,None,2020-10-01,33348,2336,545,4993,749,79,,,27509,0,0,4117,508,0,88570582,6204296,1447492,13261153,3211017,209820
None,None,None,2020-10-02,33442,2283,535,5007,753,77,,,27509,0,0,4117,508,0,89759148,6127628,1435953,13438911,3254114,206670
None,None,None,2020-10-03,33532,2230,523,5020,757,75,,,27509,0,0,4117,508,0,90932173,6047320,1418273,13613250,3296647,203385
None,None,None,2020-10-04,33620,2178,513,5033,762,73,,,27509,0,0,4117,508,0,92090252,5965871,1405184,13786146,3338640,199958
None,None,None,2020-10-05,33705,2127,502,5046,766,72,,,27509,0,0,4117,508,0,93233942,5883655,1388620,13958121,3380110,199165
