Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated,Total Detected True,Total Detected Deaths True,Total Detected LB,Active LB,Active Hospitalized LB,Cumulative Hospitalized LB,Total Detected Deaths LB,Active Ventilated LB,Total Detected UB,Active UB,Active Hospitalized UB,Cumulative Hospitalized UB,Total Detected Deaths UB,Active Ventilated UB
North America,Canada,Saskatchewan,2020-06-17,734,84,19,110,12,3,693.0,13.0,734,84,19,110,12,3,734,84,19,110,12,3
North America,Canada,Saskatchewan,2020-06-18,738,82,18,111,12,3,708.0,13.0,738,82,18,111,12,3,738,82,18,111,12,3
North America,Canada,Saskatchewan,2020-06-19,741,81,18,111,13,3,716.0,13.0,741,81,18,111,13,3,741,81,18,111,13,3
North America,Canada,Saskatchewan,2020-06-20,745,79,18,112,13,3,726.0,13.0,745,79,18,112,13,3,745,79,18,112,13,3
North America,Canada,Saskatchewan,2020-06-21,748,77,17,112,13,3,746.0,13.0,748,77,17,112,13,3,748,77,17,112,13,3
North America,Canada,Saskatchewan,2020-06-22,751,75,17,113,13,3,751.0,13.0,751,75,17,113,13,3,751,75,17,113,13,3
North America,Canada,Saskatchewan,2020-06-23,754,73,17,113,13,2,753.0,13.0,754,73,17,113,13,2,754,73,17,113,13,2
North America,Canada,Saskatchewan,2020-06-24,756,72,16,113,13,2,757.0,13.0,756,72,16,113,13,2,756,72,16,113,13,2
North America,Canada,Saskatchewan,2020-06-25,759,70,16,114,13,2,759.0,13.0,759,70,16,114,13,2,759,70,16,114,13,2
North America,Canada,Saskatchewan,2020-06-26,762,68,16,114,13,2,772.0,13.0,762,68,16,114,13,2,762,68,16,114,13,2
North America,Canada,Saskatchewan,2020-06-27,764,66,15,115,13,2,777.0,13.0,764,66,15,115,13,2,764,66,15,115,13,2
North America,Canada,Saskatchewan,2020-06-28,767,65,15,115,13,2,778.0,13.0,767,65,15,115,13,2,767,65,15,115,13,2
North America,Canada,Saskatchewan,2020-06-29,769,63,15,115,14,2,779.0,13.0,769,63,15,115,14,2,769,63,15,115,14,2
North America,Canada,Saskatchewan,2020-06-30,772,62,14,116,14,2,785.0,13.0,772,62,14,116,14,2,772,62,14,116,14,2
North America,Canada,Saskatchewan,2020-07-01,774,60,14,116,14,2,785.0,13.0,774,60,14,116,14,2,774,60,14,116,14,2
North America,Canada,Saskatchewan,2020-07-02,777,59,14,116,14,2,795.0,14.0,777,59,14,116,14,2,777,59,14,116,14,2
North America,Canada,Saskatchewan,2020-07-03,779,58,14,117,14,2,796.0,14.0,779,58,14,117,14,2,779,58,14,117,14,2
North America,Canada,Saskatchewan,2020-07-04,782,57,13,117,14,2,796.0,14.0,782,57,13,117,14,2,782,57,13,117,14,2
North America,Canada,Saskatchewan,2020-07-05,785,56,13,118,14,2,796.0,14.0,785,56,13,118,14,2,785,56,13,118,14,2
North America,Canada,Saskatchewan,2020-07-06,788,56,13,118,14,2,805.0,14.0,788,56,13,118,14,2,788,56,13,118,14,2
North America,Canada,Saskatchewan,2020-07-07,792,56,13,119,14,2,806.0,15.0,792,56,13,119,14,2,792,56,13,119,14,2
North America,Canada,Saskatchewan,2020-07-08,796,57,13,119,14,2,808.0,15.0,796,57,13,119,14,2,796,57,13,119,14,2
North America,Canada,Saskatchewan,2020-07-09,802,59,13,120,14,2,813.0,15.0,802,59,13,120,14,2,802,59,13,120,14,2
North America,Canada,Saskatchewan,2020-07-10,808,61,14,121,14,2,815.0,15.0,808,61,14,121,14,2,808,61,14,121,14,2
North America,Canada,Saskatchewan,2020-07-11,815,65,14,122,14,2,815.0,15.0,815,65,14,122,14,2,815,65,14,122,14,2
North America,Canada,Saskatchewan,2020-07-12,825,70,15,124,15,2,815.0,15.0,825,70,15,124,15,2,825,70,15,124,15,2
North America,Canada,Saskatchewan,2020-07-13,836,76,16,125,15,3,871.0,15.0,836,76,16,125,15,3,836,76,16,125,15,3
North America,Canada,Saskatchewan,2020-07-14,849,85,17,127,15,3,876.0,15.0,849,85,17,127,15,3,849,85,17,127,15,3
North America,Canada,Saskatchewan,2020-07-15,865,95,19,130,15,3,881.0,15.0,865,95,19,130,15,3,865,95,19,130,15,3
North America,Canada,Saskatchewan,2020-07-16,884,107,21,133,15,4,923.0,15.0,884,107,21,133,15,4,884,107,21,133,15,4
North America,Canada,Saskatchewan,2020-07-17,905,121,23,136,15,4,936.0,15.0,905,121,23,136,15,4,905,121,23,136,15,4
North America,Canada,Saskatchewan,2020-07-18,929,136,25,139,15,5,941.0,15.0,929,136,25,139,15,5,929,136,25,139,15,5
North America,Canada,Saskatchewan,2020-07-19,954,153,28,143,15,6,943.0,15.0,954,153,28,143,15,6,954,153,28,143,15,6
North America,Canada,Saskatchewan,2020-07-20,982,170,31,147,15,6,962.0,15.0,982,170,31,147,15,6,982,170,31,147,15,6
North America,Canada,Saskatchewan,2020-07-21,1011,188,34,152,15,7,970.0,15.0,1011,188,34,152,15,7,1011,188,34,152,15,7
North America,Canada,Saskatchewan,2020-07-22,1042,205,36,156,16,7,1030.0,15.0,1042,205,36,156,16,7,1042,205,36,156,16,7
North America,Canada,Saskatchewan,2020-07-23,1072,222,39,161,16,8,1072.0,16.0,1072,222,39,161,16,8,1072,222,39,161,16,8
North America,Canada,Saskatchewan,2020-07-24,1103,237,42,165,16,9,1099.0,16.0,1103,237,42,165,16,9,1103,237,42,165,16,9
North America,Canada,Saskatchewan,2020-07-25,1133,252,45,170,16,9,1136.0,16.0,1133,252,45,170,16,9,1133,252,45,170,16,9
North America,Canada,Saskatchewan,2020-07-26,1162,264,47,174,16,10,1178.0,16.0,1162,264,47,174,16,10,1162,264,47,174,16,10
North America,Canada,Saskatchewan,2020-07-27,1191,276,49,179,17,10,1209.0,16.0,1191,276,49,179,17,10,1191,276,49,179,17,10
North America,Canada,Saskatchewan,2020-07-28,1219,286,51,183,17,10,1218.0,17.0,1219,286,51,183,17,10,1219,286,51,183,17,10
North America,Canada,Saskatchewan,2020-07-29,1246,293,52,187,17,11,1268.0,17.0,1246,293,52,187,17,11,1246,293,52,187,17,11
North America,Canada,Saskatchewan,2020-07-30,1271,300,54,191,17,11,1306.0,18.0,1271,300,54,191,17,11,1271,300,54,191,17,11
North America,Canada,Saskatchewan,2020-07-31,1295,304,55,194,18,11,1319.0,18.0,1295,304,55,194,18,11,1295,304,55,194,18,11
North America,Canada,Saskatchewan,2020-08-01,1318,308,56,198,18,11,1334.0,18.0,1318,308,56,198,18,11,1318,308,56,198,18,11
North America,Canada,Saskatchewan,2020-08-02,1340,310,57,201,18,11,1342.0,18.0,1340,310,57,201,18,11,1340,310,57,201,18,11
North America,Canada,Saskatchewan,2020-08-03,1361,311,57,204,18,11,1359.0,18.0,1361,311,57,204,18,11,1361,311,57,204,18,11
North America,Canada,Saskatchewan,2020-08-04,1381,310,57,207,19,11,1368.0,18.0,1381,310,57,207,19,11,1381,310,57,207,19,11
North America,Canada,Saskatchewan,2020-08-05,1400,309,58,210,19,11,1376.0,18.0,1400,309,58,210,19,11,1400,309,58,210,19,11
North America,Canada,Saskatchewan,2020-08-06,1418,307,58,213,19,11,1387.0,19.0,1418,307,58,213,19,11,1418,307,58,213,19,11
North America,Canada,Saskatchewan,2020-08-07,1434,304,57,215,19,11,1409.0,20.0,1434,304,57,215,19,11,1434,304,57,215,19,11
North America,Canada,Saskatchewan,2020-08-08,1450,300,57,218,20,11,1433.0,20.0,1450,300,57,218,20,11,1450,300,57,218,20,11
North America,Canada,Saskatchewan,2020-08-09,1465,296,57,220,20,11,1445.0,20.0,1465,296,57,220,20,11,1465,296,57,220,20,11
North America,Canada,Saskatchewan,2020-08-10,1479,291,56,222,20,10,1450.0,20.0,1479,291,56,222,20,10,1479,291,56,222,20,10
North America,Canada,Saskatchewan,2020-08-11,1493,286,56,224,20,10,1479.0,20.0,1493,286,56,224,20,10,1493,286,56,224,20,10
North America,Canada,Saskatchewan,2020-08-12,1505,280,55,226,21,10,1484.0,20.0,1505,280,55,226,21,10,1505,280,55,226,21,10
North America,Canada,Saskatchewan,2020-08-13,1517,275,54,228,21,10,1511.0,20.0,1517,275,54,228,21,10,1517,275,54,228,21,10
North America,Canada,Saskatchewan,2020-08-14,1529,268,53,229,21,9,1541.0,20.0,1529,268,53,229,21,9,1529,268,53,229,21,9
North America,Canada,Saskatchewan,2020-08-15,1539,262,53,231,21,9,1566.0,21.0,1539,262,53,231,21,9,1539,262,53,231,21,9
North America,Canada,Saskatchewan,2020-08-16,1549,255,52,232,22,9,1580.0,22.0,1549,255,52,232,22,9,1549,255,52,232,22,9
North America,Canada,Saskatchewan,2020-08-17,1558,249,51,234,22,9,1581.0,22.0,1558,249,51,234,22,9,1558,249,51,234,22,9
North America,Canada,Saskatchewan,2020-08-18,1567,242,50,235,22,8,1582.0,22.0,1567,242,50,235,22,8,1567,242,50,235,22,8
North America,Canada,Saskatchewan,2020-08-19,1576,235,49,236,22,8,1586.0,22.0,1576,235,49,236,22,8,1576,235,49,236,22,8
North America,Canada,Saskatchewan,2020-08-20,1584,228,48,238,22,8,1590.0,22.0,1584,228,48,238,22,8,1584,228,48,238,22,8
North America,Canada,Saskatchewan,2020-08-21,1591,221,47,239,23,8,1595.0,22.0,1591,221,47,239,23,8,1591,221,47,239,23,8
North America,Canada,Saskatchewan,2020-08-22,1598,214,46,240,23,7,1597.0,22.0,1598,214,46,240,23,7,1598,214,46,240,23,7
North America,Canada,Saskatchewan,2020-08-23,1605,207,44,241,23,7,1600.0,22.0,1605,207,44,241,23,7,1605,207,44,241,23,7
North America,Canada,Saskatchewan,2020-08-24,1611,200,43,242,23,7,,,1611,200,43,242,23,7,1611,200,43,242,23,7
North America,Canada,Saskatchewan,2020-08-25,1617,194,42,242,23,7,,,1611,193,42,242,23,7,1629,195,42,244,23,7
North America,Canada,Saskatchewan,2020-08-26,1622,187,41,243,24,6,,,1611,185,41,242,23,6,1639,189,41,246,25,6
North America,Canada,Saskatchewan,2020-08-27,1627,180,40,244,24,6,,,1611,178,39,242,23,6,1648,182,41,247,25,6
North America,Canada,Saskatchewan,2020-08-28,1632,174,39,245,24,6,,,1611,171,38,242,23,6,1656,177,40,249,25,6
North America,Canada,Saskatchewan,2020-08-29,1636,168,38,245,24,6,,,1611,165,37,242,23,6,1663,171,39,249,25,6
North America,Canada,Saskatchewan,2020-08-30,1641,161,37,246,24,5,,,1612,158,36,242,23,5,1670,164,38,250,25,5
North America,Canada,Saskatchewan,2020-08-31,1645,155,36,247,24,5,,,1613,152,35,242,23,5,1677,158,37,252,25,5
North America,Canada,Saskatchewan,2020-09-01,1648,149,35,247,25,5,,,1614,146,34,242,24,5,1682,152,36,252,26,5
North America,Canada,Saskatchewan,2020-09-02,1652,144,34,248,25,5,,,1616,141,33,243,24,5,1688,147,35,253,26,5
North America,Canada,Saskatchewan,2020-09-03,1655,138,33,248,25,5,,,1617,135,32,243,24,5,1693,141,34,254,27,5
North America,Canada,Saskatchewan,2020-09-04,1658,132,32,249,25,4,,,1618,129,31,243,24,4,1698,135,33,255,27,4
North America,Canada,Saskatchewan,2020-09-05,1661,127,31,249,25,4,,,1619,124,30,243,24,4,1703,130,32,255,27,4
North America,Canada,Saskatchewan,2020-09-06,1664,122,30,250,25,4,,,1621,119,29,243,24,4,1707,125,31,257,27,4
North America,Canada,Saskatchewan,2020-09-07,1666,117,29,250,26,4,,,1621,114,28,243,24,4,1711,120,30,257,28,4
North America,Canada,Saskatchewan,2020-09-08,1669,112,28,250,26,4,,,1623,109,27,243,24,4,1715,115,29,257,28,4
North America,Canada,Saskatchewan,2020-09-09,1671,107,27,251,26,4,,,1623,104,26,244,24,4,1719,110,28,258,28,4
North America,Canada,Saskatchewan,2020-09-10,1673,103,26,251,26,3,,,1624,100,25,244,24,3,1722,106,27,258,28,3
North America,Canada,Saskatchewan,2020-09-11,1675,98,25,251,26,3,,,1624,95,24,244,24,3,1726,101,26,259,28,3
North America,Canada,Saskatchewan,2020-09-12,1677,94,24,252,26,3,,,1625,91,23,244,24,3,1729,97,25,260,28,3
North America,Canada,Saskatchewan,2020-09-13,1678,90,23,252,26,3,,,1625,87,22,244,24,3,1732,93,24,260,28,3
North America,Canada,Saskatchewan,2020-09-14,1680,86,22,252,26,3,,,1625,83,21,244,24,3,1735,89,23,260,28,3
North America,Canada,Saskatchewan,2020-09-15,1681,82,22,252,26,3,,,1625,79,21,244,24,3,1737,85,23,260,28,3
North America,Canada,Saskatchewan,2020-09-16,1683,79,21,252,27,3,,,1625,76,20,244,25,3,1741,82,22,261,29,3
North America,Canada,Saskatchewan,2020-09-17,1684,75,20,253,27,2,,,1625,72,19,244,25,2,1743,78,21,262,29,2
North America,Canada,Saskatchewan,2020-09-18,1685,72,19,253,27,2,,,1625,69,18,244,25,2,1745,75,20,262,29,2
North America,Canada,Saskatchewan,2020-09-19,1686,69,19,253,27,2,,,1625,66,18,244,25,2,1747,72,20,262,30,2
North America,Canada,Saskatchewan,2020-09-20,1687,65,18,253,27,2,,,1625,63,17,244,25,2,1749,67,19,262,30,2
North America,Canada,Saskatchewan,2020-09-21,1688,62,17,253,27,2,,,1625,60,16,244,25,2,1752,64,18,263,30,2
North America,Canada,Saskatchewan,2020-09-22,1689,60,17,253,27,2,,,1625,58,16,244,25,2,1754,62,18,263,30,2
North America,Canada,Saskatchewan,2020-09-23,1690,57,16,254,27,2,,,1625,55,15,244,25,2,1756,59,17,264,30,2
North America,Canada,Saskatchewan,2020-09-24,1691,54,15,254,27,2,,,1625,52,14,244,25,2,1758,56,16,264,30,2
North America,Canada,Saskatchewan,2020-09-25,1692,52,15,254,27,2,,,1625,50,14,244,25,2,1760,54,16,264,30,2
North America,Canada,Saskatchewan,2020-09-26,1692,49,14,254,27,2,,,1625,47,13,244,25,2,1761,51,15,264,30,2
North America,Canada,Saskatchewan,2020-09-27,1693,47,14,254,27,1,,,1625,45,13,244,25,1,1763,49,15,264,30,1
North America,Canada,Saskatchewan,2020-09-28,1694,45,13,254,27,1,,,1625,43,12,244,25,1,1765,47,14,265,30,1
North America,Canada,Saskatchewan,2020-09-29,1694,42,13,254,28,1,,,1625,40,12,244,25,1,1766,44,14,265,31,1
North America,Canada,Saskatchewan,2020-09-30,1695,40,12,254,28,1,,,1625,38,11,244,25,1,1768,42,13,265,31,1
North America,Canada,Saskatchewan,2020-10-01,1695,39,12,254,28,1,,,1625,37,11,244,25,1,1769,41,13,265,31,1
North America,Canada,Saskatchewan,2020-10-02,1696,37,11,254,28,1,,,1625,35,11,244,25,1,1771,39,11,265,31,1
North America,Canada,Saskatchewan,2020-10-03,1696,35,11,254,28,1,,,1625,33,11,244,25,1,1772,37,11,265,31,1
North America,Canada,Saskatchewan,2020-10-04,1696,33,10,254,28,1,,,1625,32,10,244,25,1,1773,34,10,266,31,1
North America,Canada,Saskatchewan,2020-10-05,1697,32,10,255,28,1,,,1625,31,10,244,25,1,1775,33,10,267,31,1
North America,Canada,Saskatchewan,2020-10-06,1697,30,10,255,28,1,,,1625,29,10,244,25,1,1776,31,10,267,31,1
North America,Canada,Saskatchewan,2020-10-07,1697,29,9,255,28,1,,,1625,28,9,244,25,1,1777,30,9,267,31,1
North America,Canada,Saskatchewan,2020-10-08,1698,27,9,255,28,1,,,1625,26,9,244,25,1,1779,28,9,267,31,1
North America,Canada,Saskatchewan,2020-10-09,1698,26,8,255,28,1,,,1625,25,8,244,25,1,1779,27,8,267,31,1
North America,Canada,Saskatchewan,2020-10-10,1698,24,8,255,28,1,,,1625,23,8,244,25,1,1780,25,8,267,31,1
North America,Canada,Saskatchewan,2020-10-11,1698,23,8,255,28,1,,,1625,22,8,244,25,1,1781,24,8,267,31,1
North America,Canada,Saskatchewan,2020-10-12,1699,22,7,255,28,1,,,1625,21,7,244,25,1,1783,23,7,268,31,1
North America,Canada,Saskatchewan,2020-10-13,1699,21,7,255,28,1,,,1625,20,7,244,25,1,1784,22,7,268,31,1
North America,Canada,Saskatchewan,2020-10-14,1699,20,7,255,28,1,,,1625,19,7,244,25,1,1785,21,7,268,32,1
North America,Canada,Saskatchewan,2020-10-15,1699,19,7,255,28,1,,,1625,18,7,244,25,1,1786,20,7,268,32,1
North America,Canada,Saskatchewan,2020-10-16,1699,18,6,255,28,1,,,1625,17,6,244,25,1,1786,19,6,268,32,1
North America,Canada,Saskatchewan,2020-10-17,1700,17,6,255,28,0,,,1625,16,6,244,25,0,1788,18,6,268,32,0
North America,Canada,Saskatchewan,2020-10-18,1700,16,6,255,28,0,,,1625,15,6,244,25,0,1789,17,6,268,32,0
North America,Canada,Saskatchewan,2020-10-19,1700,15,6,255,28,0,,,1625,14,6,244,25,0,1790,16,6,268,32,0
North America,Canada,Saskatchewan,2020-10-20,1700,15,5,255,28,0,,,1625,14,5,244,25,0,1791,16,5,269,32,0
North America,Canada,Saskatchewan,2020-10-21,1700,14,5,255,28,0,,,1625,13,5,244,25,0,1791,15,5,269,32,0
North America,Canada,Saskatchewan,2020-10-22,1700,13,5,255,28,0,,,1625,12,5,244,25,0,1792,14,5,269,32,0
North America,Canada,Saskatchewan,2020-10-23,1700,12,5,255,29,0,,,1625,11,5,244,25,0,1793,13,5,269,33,0
North America,Canada,Saskatchewan,2020-10-24,1700,12,4,255,29,0,,,1625,11,4,244,25,0,1794,13,4,269,33,0
North America,Canada,Saskatchewan,2020-10-25,1700,11,4,255,29,0,,,1625,10,4,244,25,0,1795,12,4,269,33,0
North America,Canada,Saskatchewan,2020-10-26,1700,11,4,255,29,0,,,1625,10,4,244,25,0,1795,12,4,269,33,0
North America,Canada,Saskatchewan,2020-10-27,1701,10,4,255,29,0,,,1625,9,4,244,25,0,1797,11,4,269,33,0
North America,Canada,Saskatchewan,2020-10-28,1701,10,4,255,29,0,,,1625,9,4,244,25,0,1798,11,4,270,33,0
North America,Canada,Saskatchewan,2020-10-29,1701,9,4,255,29,0,,,1625,8,4,244,25,0,1799,10,4,270,33,0
North America,Canada,Saskatchewan,2020-10-30,1701,9,3,255,29,0,,,1625,8,3,244,25,0,1799,10,3,270,33,0
North America,Canada,Saskatchewan,2020-10-31,1701,8,3,255,29,0,,,1625,8,3,244,25,0,1800,8,3,270,33,0
North America,Canada,Saskatchewan,2020-11-01,1701,8,3,255,29,0,,,1625,8,3,244,25,0,1801,8,3,270,33,0
North America,Canada,Saskatchewan,2020-11-02,1701,7,3,255,29,0,,,1625,7,3,244,25,0,1801,7,3,270,33,0
North America,Canada,Saskatchewan,2020-11-03,1701,7,3,255,29,0,,,1625,7,3,244,25,0,1802,7,3,270,33,0
North America,Canada,Saskatchewan,2020-11-04,1701,7,3,255,29,0,,,1625,7,3,244,25,0,1803,7,3,270,33,0
North America,Canada,Saskatchewan,2020-11-05,1701,6,3,255,29,0,,,1625,6,3,244,25,0,1804,6,3,270,33,0
North America,Canada,Saskatchewan,2020-11-06,1701,6,3,255,29,0,,,1625,6,3,244,25,0,1804,6,3,270,33,0
North America,Canada,Saskatchewan,2020-11-07,1701,6,2,255,29,0,,,1625,6,2,244,25,0,1805,6,2,271,33,0
North America,Canada,Saskatchewan,2020-11-08,1701,5,2,255,29,0,,,1625,5,2,244,25,0,1806,5,2,271,33,0
North America,Canada,Saskatchewan,2020-11-09,1701,5,2,255,29,0,,,1625,5,2,244,25,0,1806,5,2,271,33,0
North America,Canada,Saskatchewan,2020-11-10,1701,5,2,255,29,0,,,1625,5,2,244,25,0,1807,5,2,271,33,0
North America,Canada,Saskatchewan,2020-11-11,1701,5,2,255,29,0,,,1625,5,2,244,25,0,1808,5,2,271,33,0
North America,Canada,Saskatchewan,2020-11-12,1701,4,2,255,29,0,,,1625,4,2,244,25,0,1808,4,2,271,33,0
North America,Canada,Saskatchewan,2020-11-13,1701,4,2,255,29,0,,,1625,4,2,244,25,0,1809,4,2,271,33,0
North America,Canada,Saskatchewan,2020-11-14,1701,4,2,255,29,0,,,1625,4,2,244,25,0,1810,4,2,271,33,0
North America,Canada,Saskatchewan,2020-11-15,1701,4,2,255,29,0,,,1625,4,2,244,25,0,1810,4,2,271,34,0
North America,None,None,2020-03-15,104,104,16,16,0,4,104.0,0.0,104,104,16,16,0,4,104,104,16,16,0,4
North America,None,None,2020-03-16,245,212,32,33,6,8,280.0,4.0,245,212,32,33,6,8,245,212,32,33,6,8
North America,None,None,2020-03-17,446,392,60,63,10,15,288.0,5.0,446,392,60,63,10,15,446,392,60,63,10,15
North America,None,None,2020-03-18,666,577,89,96,16,21,407.0,8.0,666,577,89,96,16,21,666,577,89,96,16,21
North America,None,None,2020-03-19,1137,994,153,166,25,37,728.0,9.0,1137,994,153,166,25,37,1137,994,153,166,25,37
North America,None,None,2020-03-20,1732,1502,232,255,39,56,864.0,12.0,1732,1502,232,255,39,56,1732,1502,232,255,39,56
North America,None,None,2020-03-21,2267,1917,300,336,57,72,1177.0,19.0,2267,1917,300,336,57,72,2267,1917,300,336,57,72
North America,None,None,2020-03-22,2783,2285,358,413,79,85,1327.0,20.0,2783,2285,358,413,79,85,2783,2285,358,413,79,85
North America,None,None,2020-03-23,3305,2636,416,491,107,98,1904.0,24.0,3305,2636,416,491,107,98,3305,2636,416,491,107,98
North America,None,None,2020-03-24,3848,2981,475,572,137,111,2577.0,25.0,3848,2981,475,572,137,111,3848,2981,475,572,137,111
North America,None,None,2020-03-25,4420,3332,534,659,169,123,3005.0,29.0,4420,3332,534,659,169,123,4420,3332,534,659,169,123
North America,None,None,2020-03-26,5028,3696,597,750,204,137,3701.0,37.0,5028,3696,597,750,204,137,5028,3696,597,750,204,137
North America,None,None,2020-03-27,5778,4175,677,862,245,155,4387.0,52.0,5778,4175,677,862,245,155,5778,4175,677,862,245,155
North America,None,None,2020-03-28,6728,4820,782,1004,287,178,5432.0,59.0,6728,4820,782,1004,287,178,6728,4820,782,1004,287,178
North America,None,None,2020-03-29,7500,5242,856,1121,332,194,6113.0,62.0,7500,5242,856,1121,332,194,7500,5242,856,1121,332,194
North America,None,None,2020-03-30,8318,5682,934,1243,383,209,7198.0,78.0,8318,5682,934,1243,383,209,8318,5682,934,1243,383,209
North America,None,None,2020-03-31,9289,6240,1030,1388,436,230,8417.0,100.0,9289,6240,1030,1388,436,230,9289,6240,1030,1388,436,230
North America,None,None,2020-04-01,10223,6727,1115,1529,494,246,9438.0,108.0,10223,6727,1115,1529,494,246,10223,6727,1115,1529,494,246
North America,None,None,2020-04-02,11207,7228,1203,1675,554,266,11150.0,138.0,11207,7228,1203,1675,554,266,11207,7228,1203,1675,554,266
North America,None,None,2020-04-03,12242,7747,1294,1830,617,283,12303.0,178.0,12242,7747,1294,1830,617,283,12242,7747,1294,1830,617,283
North America,None,None,2020-04-04,13326,8284,1391,1993,685,304,12842.0,217.0,13326,8284,1391,1993,685,304,13326,8284,1391,1993,685,304
North America,None,None,2020-04-05,14462,8830,1488,2165,756,324,15613.0,258.0,14462,8830,1488,2165,756,324,14462,8830,1488,2165,756,324
North America,None,None,2020-04-06,15750,9492,1603,2356,830,348,16517.0,338.0,15750,9492,1603,2356,830,348,15750,9492,1603,2356,830,348
North America,None,None,2020-04-07,16986,10057,1706,2541,907,370,17825.0,374.0,16986,10057,1706,2541,907,370,16986,10057,1706,2541,907,370
North America,None,None,2020-04-08,18273,10634,1810,2736,990,390,19091.0,405.0,18273,10634,1810,2736,990,390,18273,10634,1810,2736,990,390
North America,None,None,2020-04-09,19605,11222,1917,2936,1075,410,20604.0,502.0,19605,11222,1917,2936,1075,410,19605,11222,1917,2936,1075,410
North America,None,None,2020-04-10,20985,11813,2025,3141,1163,432,22008.0,556.0,20985,11813,2025,3141,1163,432,20985,11813,2025,3141,1163,432
North America,None,None,2020-04-11,22406,12407,2134,3356,1256,453,23265.0,653.0,22406,12407,2134,3356,1256,453,22406,12407,2134,3356,1256,453
North America,None,None,2020-04-12,23866,13000,2244,3573,1352,475,24248.0,713.0,23866,13000,2244,3573,1352,475,23866,13000,2244,3573,1352,475
North America,None,None,2020-04-13,25365,13589,2353,3800,1451,497,25629.0,780.0,25365,13589,2353,3800,1451,497,25365,13589,2353,3800,1451,497
North America,None,None,2020-04-14,26895,14176,2463,4029,1558,517,26984.0,900.0,26895,14176,2463,4029,1558,517,26895,14176,2463,4029,1558,517
North America,None,None,2020-04-15,28464,14758,2574,4264,1663,537,28157.0,1007.0,28464,14758,2574,4264,1663,537,28464,14758,2574,4264,1663,537
North America,None,None,2020-04-16,30064,15334,2682,4503,1773,559,30757.0,1258.0,30064,15334,2682,4503,1773,559,30064,15334,2682,4503,1773,559
North America,None,None,2020-04-17,31686,15894,2791,4747,1886,577,32762.0,1355.0,31686,15894,2791,4747,1886,577,31686,15894,2791,4747,1886,577
North America,None,None,2020-04-18,33331,16440,2896,4995,2000,598,34303.0,1400.0,33331,16440,2896,4995,2000,598,33331,16440,2896,4995,2000,598
North America,None,None,2020-04-19,34996,16969,2997,5243,2119,617,35580.0,1564.0,34996,16969,2997,5243,2119,617,34996,16969,2997,5243,2119,617
North America,None,None,2020-04-20,36677,17480,3099,5494,2241,635,37603.0,1726.0,36677,17480,3099,5494,2241,635,36677,17480,3099,5494,2241,635
North America,None,None,2020-04-21,38377,17976,3199,5751,2364,652,39347.0,1909.0,38377,17976,3199,5751,2364,652,38377,17976,3199,5751,2364,652
North America,None,None,2020-04-22,40089,18452,3294,6008,2488,669,41608.0,2077.0,40089,18452,3294,6008,2488,669,40089,18452,3294,6008,2488,669
North America,None,None,2020-04-23,41806,18905,3387,6265,2617,685,43244.0,2240.0,41806,18905,3387,6265,2617,685,41806,18905,3387,6265,2617,685
North America,None,None,2020-04-24,43529,19333,3476,6524,2746,700,44864.0,2401.0,43529,19333,3476,6524,2746,700,43529,19333,3476,6524,2746,700
North America,None,None,2020-04-25,45251,19733,3561,6781,2878,713,46316.0,2570.0,45251,19733,3561,6781,2878,713,45251,19733,3561,6781,2878,713
North America,None,None,2020-04-26,46972,20104,3639,7040,3011,727,47978.0,2686.0,46972,20104,3639,7040,3011,727,46972,20104,3639,7040,3011,727
North America,None,None,2020-04-27,48687,20451,3716,7297,3146,739,49561.0,2840.0,48687,20451,3716,7297,3146,739,48687,20451,3716,7297,3146,739
North America,None,None,2020-04-28,50402,20771,3789,7556,3281,750,51094.0,2982.0,50402,20771,3789,7556,3281,750,50402,20771,3789,7556,3281,750
North America,None,None,2020-04-29,52108,21065,3856,7811,3415,759,52809.0,3154.0,52108,21065,3856,7811,3415,759,52108,21065,3856,7811,3415,759
North America,None,None,2020-04-30,53801,21330,3921,8065,3552,768,54401.0,3309.0,53801,21330,3921,8065,3552,768,53801,21330,3921,8065,3552,768
North America,None,None,2020-05-01,55480,21562,3978,8316,3688,775,56286.0,3536.0,55480,21562,3978,8316,3688,775,55480,21562,3978,8316,3688,775
North America,None,None,2020-05-02,57141,21761,4031,8566,3826,783,57869.0,3683.0,57141,21761,4031,8566,3826,783,57141,21761,4031,8566,3826,783
North America,None,None,2020-05-03,58782,21930,4079,8812,3961,787,60447.0,3794.0,58782,21930,4079,8812,3961,787,58782,21930,4079,8812,3961,787
North America,None,None,2020-05-04,60402,22070,4123,9053,4097,791,61900.0,4002.0,60402,22070,4123,9053,4097,791,60402,22070,4123,9053,4097,791
North America,None,None,2020-05-05,62004,22182,4158,9294,4233,796,63158.0,4189.0,62004,22182,4158,9294,4233,796,62004,22182,4158,9294,4233,796
North America,None,None,2020-05-06,63582,22267,4191,9532,4367,799,64637.0,4365.0,63582,22267,4191,9532,4367,799,63582,22267,4191,9532,4367,799
North America,None,None,2020-05-07,65137,22325,4219,9765,4501,799,66144.0,4540.0,65137,22325,4219,9765,4501,799,65137,22325,4219,9765,4501,799
