Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated,Vaccinated,Fully Vaccinated
North America,US,None,2021-04-29,24928245,10723,299,362219,527183,34,2056497.188659169,1722577.4521759783
North America,US,None,2021-04-30,24928245,10486,292,362219,527390,33,2070175.0986493852,1738092.8981053983
North America,US,None,2021-05-01,24928245,10253,283,362219,527595,31,2083853.0086396004,1753608.3440348175
North America,US,None,2021-05-02,24928245,10022,273,362219,527796,31,2097530.9186298163,1769123.7899642368
North America,US,None,2021-05-03,24928245,9808,265,362219,527997,31,2111208.828620032,1784639.2358936558
North America,US,None,2021-05-04,24928245,9596,258,362219,528186,31,2124886.7386102476,1800154.6818230746
North America,US,None,2021-05-05,24928245,9386,252,362219,528379,31,2138564.6486004633,1815670.1277524938
North America,US,None,2021-05-06,24928245,9182,246,362219,528558,30,2152242.5585906785,1831185.5736819133
North America,US,None,2021-05-07,24928245,8983,233,362219,528744,30,2165920.4685808956,1846701.0196113328
North America,US,None,2021-05-08,24928245,8789,227,362219,528924,28,2179598.378571111,1862216.4655407518
North America,US,None,2021-05-09,24928245,8598,221,362219,529096,26,2193276.2885613265,1877731.9114701708
North America,US,None,2021-05-10,24928245,8415,214,362219,529264,26,2206954.1985515426,1893247.3573995905
North America,US,None,2021-05-11,24928245,8233,205,362219,529432,26,2220632.1085417583,1908762.8033290093
North America,US,None,2021-05-12,24928245,8057,196,362219,529595,26,2234310.0185319735,1924278.2492584286
North America,US,None,2021-05-13,24928245,7885,191,362219,529756,26,2247987.9285221896,1939793.6951878478
North America,US,None,2021-05-14,24928245,7720,186,362219,529915,26,2261665.838512405,1955309.1411172657
North America,US,None,2021-05-15,24928245,7557,178,362219,530071,26,2275343.7485026214,1970824.5870466856
North America,US,North Carolina,2021-04-21,742412,524,12,8841,11988,2,50759.434501893535,47434.16760138332
North America,US,North Carolina,2021-04-22,742412,513,12,8841,11998,2,51026.406916684195,47867.22634914789
North America,US,North Carolina,2021-04-23,742412,502,11,8841,12008,1,51293.379331474855,48300.285096912456
North America,US,North Carolina,2021-04-24,742412,491,11,8841,12017,1,51560.351746265515,48733.34384467703
North America,US,North Carolina,2021-04-25,742412,480,11,8841,12027,1,51827.324161056174,49166.4025924416
North America,US,North Carolina,2021-04-26,742412,470,10,8841,12036,1,52094.29657584683,49599.461340206166
North America,US,North Carolina,2021-04-27,742412,460,10,8841,12045,1,52361.26899063749,50032.52008797073
North America,US,North Carolina,2021-04-28,742412,450,10,8841,12053,1,52628.24140542815,50465.57883573531
North America,US,North Carolina,2021-04-29,742412,440,9,8841,12062,1,52895.21382021881,50898.637583499876
North America,US,North Carolina,2021-04-30,742412,431,9,8841,12070,1,53162.18623500947,51331.696331264444
North America,US,North Carolina,2021-05-01,742412,422,9,8841,12079,1,53429.15864980012,51764.75507902901
North America,US,North Carolina,2021-05-02,742412,413,9,8841,12087,1,53696.13106459078,52197.81382679359
North America,US,North Carolina,2021-05-03,742412,404,8,8841,12095,1,53963.10347938144,52630.872574558154
North America,US,North Carolina,2021-05-04,742412,396,8,8841,12102,1,54230.0758941721,53063.93132232272
North America,US,North Carolina,2021-05-05,742412,387,8,8841,12110,1,54497.04830896276,53496.9900700873
North America,US,North Carolina,2021-05-06,742412,379,8,8841,12117,1,54764.02072375342,53930.048817851864
North America,US,North Carolina,2021-05-07,742412,371,7,8841,12125,1,55030.99313854407,54363.10756561643
North America,US,North Carolina,2021-05-08,742412,364,7,8841,12132,1,55297.96555333473,54796.16631338101
North America,US,North Carolina,2021-05-09,742412,356,7,8841,12139,1,55564.93796812539,55229.225061145575
North America,US,North Carolina,2021-05-10,742412,349,7,8841,12146,1,55831.91038291605,55662.28380891014
North America,US,North Carolina,2021-05-11,742412,341,6,8841,12153,1,56098.88279770671,56095.34255667471
North America,US,North Carolina,2021-05-12,742412,334,6,8841,12159,1,56365.855212497365,56528.40130443928
North America,US,North Carolina,2021-05-13,742412,328,6,8841,12166,1,56632.827627288025,56961.46005220385
North America,US,North Carolina,2021-05-14,742412,321,6,8841,12172,1,56899.800042078685,57394.51879996842
North America,US,North Carolina,2021-05-15,742412,314,6,8841,12178,1,57166.772456869345,57827.57754773299
North America,US,North Dakota,2021-04-21,96887,5,1,1273,1497,0,3377.883241505364,3985.663991820955
North America,US,North Dakota,2021-04-22,96887,5,1,1273,1497,0,3392.250665369239,4020.752695665895
North America,US,North Dakota,2021-04-23,96887,5,1,1273,1497,0,3406.6180892331145,4055.841399510835
North America,US,North Dakota,2021-04-24,96887,5,1,1273,1497,0,3420.98551309699,4090.930103355775
North America,US,North Dakota,2021-04-25,96887,4,1,1273,1497,0,3435.3529369608655,4126.018807200715
North America,US,North Dakota,2021-04-26,96887,4,1,1273,1497,0,3449.720360824741,4161.107511045655
North America,US,North Dakota,2021-04-27,96887,4,1,1273,1497,0,3464.0877846886165,4196.196214890595
North America,US,North Dakota,2021-04-28,96887,4,1,1273,1498,0,3478.455208552492,4231.284918735535
North America,US,North Dakota,2021-04-29,96887,4,0,1273,1498,0,3492.8226324163675,4266.373622580475
North America,US,North Dakota,2021-04-30,96887,3,0,1273,1498,0,3507.1900562802425,4301.462326425415
North America,US,North Dakota,2021-05-01,96887,3,0,1273,1498,0,3521.557480144118,4336.551030270355
North America,US,North Dakota,2021-05-02,96887,3,0,1273,1498,0,3535.9249040079935,4371.639734115295
North America,US,North Dakota,2021-05-03,96887,3,0,1273,1498,0,3550.292327871869,4406.728437960235
North America,US,North Dakota,2021-05-04,96887,3,0,1273,1498,0,3564.6597517357445,4441.817141805175
North America,US,North Dakota,2021-05-05,96887,3,0,1273,1498,0,3579.02717559962,4476.905845650115
North America,US,North Dakota,2021-05-06,96887,3,0,1273,1498,0,3593.3945994634955,4511.994549495055
North America,US,North Dakota,2021-05-07,96887,3,0,1273,1498,0,3607.762023327371,4547.083253339995
North America,US,North Dakota,2021-05-08,96887,2,0,1273,1498,0,3622.129447191246,4582.171957184935
North America,US,North Dakota,2021-05-09,96887,2,0,1273,1498,0,3636.4968710551216,4617.260661029875
North America,US,North Dakota,2021-05-10,96887,2,0,1273,1498,0,3650.864294918997,4652.349364874815
North America,US,North Dakota,2021-05-11,96887,2,0,1273,1498,0,3665.2317187828726,4687.438068719755
North America,US,North Dakota,2021-05-12,96887,2,0,1273,1498,0,3679.599142646748,4722.526772564695
North America,US,North Dakota,2021-05-13,96887,2,0,1273,1498,0,3693.9665665106236,4757.615476409635
North America,US,North Dakota,2021-05-14,96887,2,0,1273,1499,0,3708.333990374499,4792.7041802545755
North America,US,North Dakota,2021-05-15,96887,2,0,1273,1499,0,3722.701414238374,4827.7928840995155
North America,US,Ohio,2021-04-21,858226,306,17,15886,19143,1,67433.18835636704,60077.65797756233
North America,US,Ohio,2021-04-22,858226,296,16,15886,19150,1,67939.96292736167,60672.21849149301
North America,US,Ohio,2021-04-23,858226,287,16,15886,19157,1,68446.7374983563,61266.77900542368
North America,US,Ohio,2021-04-24,858226,279,15,15886,19163,1,68953.51206935094,61861.339519354355
North America,US,Ohio,2021-04-25,858226,271,14,15886,19170,1,69460.28664034557,62455.900033285034
North America,US,Ohio,2021-04-26,858226,262,14,15886,19176,1,69967.06121134022,63050.460547215705
North America,US,Ohio,2021-04-27,858226,255,13,15886,19183,1,70473.83578233485,63645.02106114638
North America,US,Ohio,2021-04-28,858226,247,13,15886,19189,1,70980.61035332948,64239.581575077056
North America,US,Ohio,2021-04-29,858226,240,12,15886,19195,1,71487.38492432411,64834.14208900773
North America,US,Ohio,2021-04-30,858226,233,12,15886,19200,1,71994.15949531875,65428.7026029384
North America,US,Ohio,2021-05-01,858226,226,11,15886,19206,1,72500.93406631339,66023.26311686907
North America,US,Ohio,2021-05-02,858226,219,11,15886,19211,1,73007.70863730802,66617.82363079976
North America,US,Ohio,2021-05-03,858226,213,10,15886,19217,1,73514.48320830266,67212.38414473043
North America,US,Ohio,2021-05-04,858226,207,10,15886,19222,1,74021.25777929729,67806.9446586611
North America,US,Ohio,2021-05-05,858226,201,10,15886,19227,1,74528.03235029192,68401.50517259177
North America,US,Ohio,2021-05-06,858226,195,9,15886,19232,1,75034.80692128657,68996.06568652244
North America,US,Ohio,2021-05-07,858226,190,9,15886,19236,1,75541.5814922812,69590.62620045312
North America,US,Ohio,2021-05-08,858226,184,9,15886,19241,1,76048.35606327583,70185.1867143838
North America,US,Ohio,2021-05-09,858226,179,8,15886,19246,1,76555.13063427046,70779.74722831447
North America,US,Ohio,2021-05-10,858226,174,8,15886,19250,1,77061.9052052651,71374.30774224515
North America,US,Ohio,2021-05-11,858226,169,8,15886,19254,1,77568.67977625973,71968.86825617582
North America,US,Ohio,2021-05-12,858226,164,7,15886,19258,1,78075.45434725437,72563.42877010649
North America,US,Ohio,2021-05-13,858226,159,7,15886,19263,1,78582.228918249,73157.98928403718
North America,US,Ohio,2021-05-14,858226,155,7,15886,19266,1,79089.00348924364,73752.54979796785
North America,US,Ohio,2021-05-15,858226,151,7,15886,19270,1,79595.77806023827,74347.11031189852
North America,US,Oklahoma,2021-04-21,377798,242,9,6334,5017,1,16309.638093703978,18172.60921391752
North America,US,Oklahoma,2021-04-22,377798,236,9,6334,5021,1,16349.498729749632,18330.29311487481
North America,US,Oklahoma,2021-04-23,377798,231,9,6334,5025,1,16389.359365795288,18487.977015832097
North America,US,Oklahoma,2021-04-24,377798,225,8,6334,5030,1,16429.220001840942,18645.660916789388
North America,US,Oklahoma,2021-04-25,377798,220,8,6334,5034,1,16469.0806378866,18803.344817746678
North America,US,Oklahoma,2021-04-26,377798,215,8,6334,5038,1,16508.941273932254,18961.02871870397
North America,US,Oklahoma,2021-04-27,377798,210,8,6334,5042,1,16548.80190997791,19118.71261966126
North America,US,Oklahoma,2021-04-28,377798,206,7,6334,5046,1,16588.662546023566,19276.39652061855
North America,US,Oklahoma,2021-04-29,377798,201,7,6334,5050,1,16628.52318206922,19434.08042157584
North America,US,Oklahoma,2021-04-30,377798,197,7,6334,5053,1,16668.383818114875,19591.76432253313
North America,US,Oklahoma,2021-05-01,377798,192,7,6334,5057,1,16708.24445416053,19749.44822349042
North America,US,Oklahoma,2021-05-02,377798,188,6,6334,5061,1,16748.105090206187,19907.13212444771
North America,US,Oklahoma,2021-05-03,377798,184,6,6334,5064,1,16787.96572625184,20064.816025405
North America,US,Oklahoma,2021-05-04,377798,180,6,6334,5068,1,16827.826362297496,20222.49992636229
North America,US,Oklahoma,2021-05-05,377798,176,6,6334,5071,1,16867.686998343153,20380.18382731958
North America,US,Oklahoma,2021-05-06,377798,172,6,6334,5074,1,16907.547634388808,20537.86772827687
North America,US,Oklahoma,2021-05-07,377798,169,5,6334,5078,1,16947.408270434462,20695.55162923416
North America,US,Oklahoma,2021-05-08,377798,165,5,6334,5081,1,16987.26890648012,20853.23553019145
North America,US,Oklahoma,2021-05-09,377798,161,5,6334,5084,1,17027.129542525774,21010.91943114874
North America,US,Oklahoma,2021-05-10,377798,158,5,6334,5087,1,17066.99017857143,21168.60333210603
North America,US,Oklahoma,2021-05-11,377798,155,5,6334,5090,1,17106.850814617086,21326.28723306332
North America,US,Oklahoma,2021-05-12,377798,151,5,6334,5093,1,17146.71145066274,21483.971134020612
North America,US,Oklahoma,2021-05-13,377798,148,4,6334,5096,1,17186.572086708395,21641.6550349779
North America,US,Oklahoma,2021-05-14,377798,145,4,6334,5099,1,17226.43272275405,21799.33893593519
North America,US,Oklahoma,2021-05-15,377798,142,4,6334,5101,1,17266.293358799707,21957.02283689248
North America,US,Oregon,2021-04-21,140455,105,3,1938,2415,0,24235.845400273512,19286.479222004527
North America,US,Oregon,2021-04-22,140455,103,3,1938,2417,0,24406.657063959607,19461.591532979175
North America,US,Oregon,2021-04-23,140455,100,3,1938,2419,0,24577.468727645697,19636.703843953823
North America,US,Oregon,2021-04-24,140455,98,3,1938,2421,0,24748.28039133179,19811.81615492847
North America,US,Oregon,2021-04-25,140455,96,2,1938,2422,0,24919.092055017885,19986.92846590312
North America,US,Oregon,2021-04-26,140455,94,2,1938,2424,0,25089.90371870398,20162.040776877766
North America,US,Oregon,2021-04-27,140455,92,2,1938,2426,0,25260.71538239007,20337.153087852414
North America,US,Oregon,2021-04-28,140455,90,2,1938,2428,0,25431.527046076164,20512.26539882706
North America,US,Oregon,2021-04-29,140455,88,2,1938,2429,0,25602.338709762258,20687.37770980171
North America,US,Oregon,2021-04-30,140455,86,2,1938,2431,0,25773.15037344835,20862.490020776357
North America,US,Oregon,2021-05-01,140455,84,2,1938,2433,0,25943.962037134443,21037.602331751004
North America,US,Oregon,2021-05-02,140455,82,2,1938,2434,0,26114.773700820537,21212.714642725652
North America,US,Oregon,2021-05-03,140455,81,2,1938,2436,0,26285.585364506627,21387.8269537003
North America,US,Oregon,2021-05-04,140455,79,2,1938,2438,0,26456.39702819272,21562.939264674947
North America,US,Oregon,2021-05-05,140455,77,2,1938,2439,0,26627.208691878815,21738.051575649595
North America,US,Oregon,2021-05-06,140455,76,2,1938,2441,0,26798.020355564906,21913.163886624243
North America,US,Oregon,2021-05-07,140455,74,2,1938,2442,0,26968.832019251,22088.27619759889
North America,US,Oregon,2021-05-08,140455,73,2,1938,2443,0,27139.643682937094,22263.38850857354
North America,US,Oregon,2021-05-09,140455,71,2,1938,2445,0,27310.45534662319,22438.500819548186
North America,US,Oregon,2021-05-10,140455,70,2,1938,2446,0,27481.26701030928,22613.613130522834
North America,US,Oregon,2021-05-11,140455,68,2,1938,2448,0,27652.078673995373,22788.72544149748
North America,US,Oregon,2021-05-12,140455,67,1,1938,2449,0,27822.890337681467,22963.83775247213
North America,US,Oregon,2021-05-13,140455,65,1,1938,2450,0,27993.702001367557,23138.950063446777
North America,US,Oregon,2021-05-14,140455,64,1,1938,2451,0,28164.51366505365,23314.062374421424
North America,US,Oregon,2021-05-15,140455,63,1,1938,2453,0,28335.325328739746,23489.17468539607
North America,US,Pennsylvania,2021-04-21,823591,1020,30,16012,25633,5,89768.54932904217,67828.82884000892
North America,US,Pennsylvania,2021-04-22,823591,998,29,16012,25653,5,90484.53638885965,68514.55009336206
North America,US,Pennsylvania,2021-04-23,823591,977,28,16012,25672,5,91200.52344867714,69200.2713467152
North America,US,Pennsylvania,2021-04-24,823591,957,28,16012,25691,5,91916.51050849463,69885.99260006835
North America,US,Pennsylvania,2021-04-25,823591,937,27,16012,25710,5,92632.4975683121,70571.7138534215
North America,US,Pennsylvania,2021-04-26,823591,917,26,16012,25728,4,93348.48462812959,71257.43510677465
North America,US,Pennsylvania,2021-04-27,823591,898,25,16012,25746,4,94064.47168794708,71943.15636012779
North America,US,Pennsylvania,2021-04-28,823591,879,25,16012,25763,4,94780.45874776455,72628.87761348093
North America,US,Pennsylvania,2021-04-29,823591,861,24,16012,25780,4,95496.44580758204,73314.59886683407
North America,US,Pennsylvania,2021-04-30,823591,843,23,16012,25797,4,96212.43286739952,74000.32012018723
North America,US,Pennsylvania,2021-05-01,823591,825,23,16012,25814,4,96928.41992721701,74686.04137354037
North America,US,Pennsylvania,2021-05-02,823591,808,22,16012,25830,4,97644.40698703448,75371.76262689351
North America,US,Pennsylvania,2021-05-03,823591,791,21,16012,25846,4,98360.39404685197,76057.48388024665
North America,US,Pennsylvania,2021-05-04,823591,775,21,16012,25861,4,99076.38110666946,76743.20513359981
North America,US,Pennsylvania,2021-05-05,823591,759,20,16012,25876,4,99792.36816648694,77428.92638695295
North America,US,Pennsylvania,2021-05-06,823591,743,20,16012,25891,4,100508.35522630443,78114.6476403061
North America,US,Pennsylvania,2021-05-07,823591,728,19,16012,25906,4,101224.34228612192,78800.36889365924
North America,US,Pennsylvania,2021-05-08,823591,713,19,16012,25920,3,101940.32934593939,79486.09014701238
North America,US,Pennsylvania,2021-05-09,823591,698,18,16012,25934,3,102656.31640575688,80171.81140036554
North America,US,Pennsylvania,2021-05-10,823591,684,18,16012,25948,3,103372.30346557435,80857.53265371868
North America,US,Pennsylvania,2021-05-11,823591,670,17,16012,25961,3,104088.29052539184,81543.25390707182
North America,US,Pennsylvania,2021-05-12,823591,656,17,16012,25974,3,104804.27758520932,82228.97516042498
North America,US,Pennsylvania,2021-05-13,823591,643,16,16012,25987,3,105520.26464502681,82914.69641377812
North America,US,Pennsylvania,2021-05-14,823591,630,16,16012,26000,3,106236.2517048443,83600.41766713126
North America,US,Pennsylvania,2021-05-15,823591,617,15,16012,26012,3,106952.23876466177,84286.1389204844
North America,US,Rhode Island,2021-04-21,113439,7,1,1407,2510,0,7697.177601646327,7209.0017143777595
North America,US,Rhode Island,2021-04-22,113439,6,1,1407,2510,0,7762.006919314116,7285.149438512517
North America,US,Rhode Island,2021-04-23,113439,6,1,1407,2511,0,7826.836236981905,7361.297162647274
North America,US,Rhode Island,2021-04-24,113439,6,1,1407,2511,0,7891.665554649694,7437.444886782031
North America,US,Rhode Island,2021-04-25,113439,5,1,1407,2511,0,7956.494872317483,7513.592610916788
North America,US,Rhode Island,2021-04-26,113439,5,1,1407,2511,0,8021.324189985271,7589.740335051545
North America,US,Rhode Island,2021-04-27,113439,5,1,1407,2511,0,8086.15350765306,7665.888059186302
North America,US,Rhode Island,2021-04-28,113439,4,1,1407,2511,0,8150.982825320849,7742.035783321058
North America,US,Rhode Island,2021-04-29,113439,4,1,1407,2511,0,8215.812142988638,7818.183507455816
North America,US,Rhode Island,2021-04-30,113439,4,1,1407,2511,0,8280.641460656427,7894.331231590573
North America,US,Rhode Island,2021-05-01,113439,4,1,1407,2511,0,8345.470778324216,7970.47895572533
North America,US,Rhode Island,2021-05-02,113439,3,1,1407,2511,0,8410.300095992005,8046.626679860086
North America,US,Rhode Island,2021-05-03,113439,3,1,1407,2511,0,8475.129413659793,8122.774403994844
North America,US,Rhode Island,2021-05-04,113439,3,1,1407,2511,0,8539.95873132758,8198.922128129601
North America,US,Rhode Island,2021-05-05,113439,3,1,1407,2511,0,8604.78804899537,8275.069852264358
North America,US,Rhode Island,2021-05-06,113439,3,1,1407,2511,0,8669.617366663158,8351.217576399114
North America,US,Rhode Island,2021-05-07,113439,3,1,1407,2511,0,8734.446684330947,8427.365300533871
North America,US,Rhode Island,2021-05-08,113439,2,1,1407,2511,0,8799.276001998736,8503.513024668628
North America,US,Rhode Island,2021-05-09,113439,2,0,1407,2511,0,8864.105319666525,8579.660748803386
North America,US,Rhode Island,2021-05-10,113439,2,0,1407,2511,0,8928.934637334314,8655.808472938143
North America,US,Rhode Island,2021-05-11,113439,2,0,1407,2512,0,8993.763955002103,8731.9561970729
North America,US,Rhode Island,2021-05-12,113439,2,0,1407,2512,0,9058.593272669892,8808.103921207658
North America,US,Rhode Island,2021-05-13,113439,2,0,1407,2512,0,9123.422590337681,8884.251645342414
North America,US,Rhode Island,2021-05-14,113439,2,0,1407,2512,0,9188.25190800547,8960.39936947717
North America,US,Rhode Island,2021-05-15,113439,2,0,1407,2512,0,9253.081225673257,9036.547093611927
North America,US,South Carolina,2021-04-21,442828,337,8,5102,9105,1,24255.84161483536,22479.432213864926
North America,US,South Carolina,2021-04-22,442828,329,7,5102,9112,1,24391.676513517774,22689.15368714496
North America,US,South Carolina,2021-04-23,442828,321,7,5102,9118,1,24527.511412200183,22898.875160424992
North America,US,South Carolina,2021-04-24,442828,314,7,5102,9125,1,24663.346310882596,23108.596633705027
North America,US,South Carolina,2021-04-25,442828,307,7,5102,9131,1,24799.181209565006,23318.31810698506
North America,US,South Carolina,2021-04-26,442828,300,6,5102,9137,1,24935.01610824742,23528.039580265096
North America,US,South Carolina,2021-04-27,442828,293,6,5102,9143,1,25070.851006929828,23737.761053545128
North America,US,South Carolina,2021-04-28,442828,286,6,5102,9149,1,25206.68590561224,23947.482526825162
North America,US,South Carolina,2021-04-29,442828,280,6,5102,9155,1,25342.52080429465,24157.204000105194
North America,US,South Carolina,2021-04-30,442828,274,6,5102,9160,1,25478.35570297706,24366.92547338523
North America,US,South Carolina,2021-05-01,442828,267,5,5102,9166,1,25614.190601659473,24576.646946665263
North America,US,South Carolina,2021-05-02,442828,261,5,5102,9171,1,25750.025500341882,24786.3684199453
North America,US,South Carolina,2021-05-03,442828,256,5,5102,9176,1,25885.860399024295,24996.08989322533
North America,US,South Carolina,2021-05-04,442828,250,5,5102,9182,1,26021.695297706705,25205.811366505364
North America,US,South Carolina,2021-05-05,442828,244,5,5102,9187,1,26157.530196389118,25415.5328397854
North America,US,South Carolina,2021-05-06,442828,239,5,5102,9192,1,26293.365095071527,25625.25431306543
North America,US,South Carolina,2021-05-07,442828,234,4,5102,9197,1,26429.19999375394,25834.975786345465
North America,US,South Carolina,2021-05-08,442828,229,4,5102,9201,1,26565.03489243635,26044.6972596255
North America,US,South Carolina,2021-05-09,442828,223,4,5102,9206,1,26700.869791118763,26254.418732905535
North America,US,South Carolina,2021-05-10,442828,219,4,5102,9210,1,26836.704689801172,26464.140206185566
North America,US,South Carolina,2021-05-11,442828,214,4,5102,9215,1,26972.539588483585,26673.8616794656
North America,US,South Carolina,2021-05-12,442828,209,4,5102,9219,1,27108.374487165995,26883.583152745632
North America,US,South Carolina,2021-05-13,442828,205,4,5102,9224,1,27244.209385848408,27093.304626025667
North America,US,South Carolina,2021-05-14,442828,200,4,5102,9228,1,27380.044284530817,27303.0260993057
North America,US,South Carolina,2021-05-15,442828,196,3,5102,9232,1,27515.879183213226,27512.747572585737
North America,US,South Dakota,2021-04-21,108079,40,2,1945,1967,0,5081.6716613191675,4847.686472688303
North America,US,South Dakota,2021-04-22,108079,38,2,1945,1968,0,5113.215053650327,4890.537119976858
North America,US,South Dakota,2021-04-23,108079,37,2,1945,1968,0,5144.758445981486,4933.387767265413
North America,US,South Dakota,2021-04-24,108079,36,2,1945,1969,0,5176.3018383126455,4976.238414553966
North America,US,South Dakota,2021-04-25,108079,35,2,1945,1970,0,5207.845230643804,5019.089061842521
North America,US,South Dakota,2021-04-26,108079,35,2,1945,1971,0,5239.388622974963,5061.939709131076
North America,US,South Dakota,2021-04-27,108079,34,2,1945,1971,0,5270.932015306123,5104.79035641963
North America,US,South Dakota,2021-04-28,108079,33,1,1945,1972,0,5302.475407637282,5147.641003708185
North America,US,South Dakota,2021-04-29,108079,32,1,1945,1973,0,5334.018799968441,5190.49165099674
North America,US,South Dakota,2021-04-30,108079,31,1,1945,1974,0,5365.562192299601,5233.342298285294
North America,US,South Dakota,2021-05-01,108079,30,1,1945,1974,0,5397.10558463076,5276.192945573849
North America,US,South Dakota,2021-05-02,108079,29,1,1945,1975,0,5428.648976961919,5319.043592862404
North America,US,South Dakota,2021-05-03,108079,29,1,1945,1976,0,5460.192369293079,5361.8942401509585
North America,US,South Dakota,2021-05-04,108079,28,1,1945,1976,0,5491.735761624238,5404.744887439512
North America,US,South Dakota,2021-05-05,108079,27,1,1945,1977,0,5523.279153955397,5447.595534728067
North America,US,South Dakota,2021-05-06,108079,27,1,1945,1977,0,5554.822546286556,5490.446182016622
North America,US,South Dakota,2021-05-07,108079,26,1,1945,1978,0,5586.365938617715,5533.296829305176
North America,US,South Dakota,2021-05-08,108079,25,1,1945,1979,0,5617.909330948874,5576.147476593731
North America,US,South Dakota,2021-05-09,108079,25,1,1945,1979,0,5649.452723280034,5618.998123882286
North America,US,South Dakota,2021-05-10,108079,24,1,1945,1980,0,5680.996115611193,5661.84877117084
North America,US,South Dakota,2021-05-11,108079,23,1,1945,1980,0,5712.539507942352,5704.699418459395
North America,US,South Dakota,2021-05-12,108079,23,1,1945,1981,0,5744.082900273512,5747.55006574795
North America,US,South Dakota,2021-05-13,108079,22,1,1945,1981,0,5775.626292604671,5790.400713036504
North America,US,South Dakota,2021-05-14,108079,22,1,1945,1982,0,5807.16968493583,5833.251360325059
North America,US,South Dakota,2021-05-15,108079,21,1,1945,1982,0,5838.71307726699,5876.102007613614
North America,US,Tennessee,2021-04-21,698151,522,14,9983,11990,2,29248.943657295393,23947.399354683872
North America,US,Tennessee,2021-04-22,698151,510,14,9983,12000,2,29401.23784188933,24150.99417078686
North America,US,Tennessee,2021-04-23,698151,499,13,9983,12009,2,29553.532026483274,24354.58898688985
North America,US,Tennessee,2021-04-24,698151,488,13,9983,12019,2,29705.826211077212,24558.183802992837
North America,US,Tennessee,2021-04-25,698151,478,12,9983,12028,2,29858.120395671154,24761.778619095825
North America,US,Tennessee,2021-04-26,698151,468,12,9983,12037,2,30010.414580265096,24965.37343519881
North America,US,Tennessee,2021-04-27,698151,458,12,9983,12046,2,30162.708764859035,25168.968251301798
North America,US,Tennessee,2021-04-28,698151,448,11,9983,12055,2,30315.002949452977,25372.563067404786
North America,US,Tennessee,2021-04-29,698151,438,11,9983,12063,2,30467.297134046916,25576.157883507774
North America,US,Tennessee,2021-04-30,698151,429,11,9983,12072,2,30619.591318640858,25779.752699610763
North America,US,Tennessee,2021-05-01,698151,420,10,9983,12080,1,30771.8855032348,25983.347515713747
North America,US,Tennessee,2021-05-02,698151,411,10,9983,12088,1,30924.17968782874,26186.942331816736
North America,US,Tennessee,2021-05-03,698151,402,10,9983,12096,1,31076.47387242268,26390.537147919724
North America,US,Tennessee,2021-05-04,698151,394,9,9983,12104,1,31228.76805701662,26594.131964022712
North America,US,Tennessee,2021-05-05,698151,386,9,9983,12111,1,31381.06224161056,26797.726780125697
North America,US,Tennessee,2021-05-06,698151,378,9,9983,12119,1,31533.356426204504,27001.321596228685
North America,US,Tennessee,2021-05-07,698151,370,9,9983,12126,1,31685.650610798442,27204.916412331673
North America,US,Tennessee,2021-05-08,698151,362,8,9983,12133,1,31837.944795392385,27408.51122843466
North America,US,Tennessee,2021-05-09,698151,355,8,9983,12140,1,31990.238979986323,27612.10604453765
North America,US,Tennessee,2021-05-10,698151,347,8,9983,12147,1,32142.533164580265,27815.700860640638
North America,US,Tennessee,2021-05-11,698151,340,8,9983,12154,1,32294.827349174207,28019.295676743623
North America,US,Tennessee,2021-05-12,698151,333,7,9983,12160,1,32447.121533768146,28222.89049284661
North America,US,Tennessee,2021-05-13,698151,326,7,9983,12167,1,32599.41571836209,28426.4853089496
North America,US,Tennessee,2021-05-14,698151,319,7,9983,12173,1,32751.709902956027,28630.080125052587
North America,US,Tennessee,2021-05-15,698151,313,7,9983,12179,1,32904.00408754997,28833.674941155572
North America,US,Texas,2021-04-21,2335413,2063,56,36217,47888,8,160213.58403738428,129861.301081225
North America,US,Texas,2021-04-22,2335413,2019,54,36217,47927,8,161471.9157019251,131168.07917499472
North America,US,Texas,2021-04-23,2335413,1975,53,36217,47965,8,162730.24736646592,132474.85726876446
North America,US,Texas,2021-04-24,2335413,1933,51,36217,48003,7,163988.57903100672,133781.63536253417
North America,US,Texas,2021-04-25,2335413,1892,49,36217,48040,7,165246.91069554756,135088.4134563039
North America,US,Texas,2021-04-26,2335413,1852,48,36217,48076,7,166505.24236008836,136395.19155007362
North America,US,Texas,2021-04-27,2335413,1813,46,36217,48111,7,167763.5740246292,137701.96964384336
North America,US,Texas,2021-04-28,2335413,1774,45,36217,48146,7,169021.90568917,139008.74773761307
North America,US,Texas,2021-04-29,2335413,1737,44,36217,48180,7,170280.2373537108,140315.5258313828
North America,US,Texas,2021-04-30,2335413,1701,42,36217,48213,7,171538.56901825164,141622.30392515252
North America,US,Texas,2021-05-01,2335413,1665,41,36217,48246,6,172796.90068279245,142929.08201892226
North America,US,Texas,2021-05-02,2335413,1630,40,36217,48278,6,174055.23234733328,144235.86011269197
North America,US,Texas,2021-05-03,2335413,1596,39,36217,48310,6,175313.56401187408,145542.6382064617
North America,US,Texas,2021-05-04,2335413,1563,38,36217,48340,6,176571.8956764149,146849.41630023142
North America,US,Texas,2021-05-05,2335413,1531,36,36217,48371,6,177830.22734095572,148156.19439400116
