continent,country,province,train_start_date,train_end_date,train_mape_cases,train_mape_deaths,train_sign_mpe_cases,train_sign_mpe_deaths,train_mae_cases,train_mae_deaths,train_mse_cases,train_mse_deaths,test_start_date,test_end_date,test_mape_cases,test_mape_deaths,test_sign_mpe_cases,test_sign_mpe_deaths,test_mae_cases,test_mae_deaths,test_mse_cases,test_mse_deaths,mape_daily_delta_cases,mape_daily_delta_deaths
North America,Costa Rica,None,2020-03-21 00:00:00,2020-04-23 00:00:00,2.059738531677443,35.035,1.0,-1.0,8.23,0.898,105.566,1.16,2020-04-24 00:00:00,2020-05-08 00:00:00,1.659,18.153,1.0,-1.0,12.186,1.089,208.456,1.381,66.675,
North America,Cuba,None,2020-03-28 00:00:00,2020-04-23 00:00:00,2.3355557066288686,6.166,1.0,-1.0,7.941,0.661,96.952,0.72,2020-04-24 00:00:00,2020-05-08 00:00:00,1.406,3.516,1.0,1.0,22.682,2.085,836.289,5.486,6.938,16.196
North America,Dominican Republic,None,2020-03-21 00:00:00,2020-04-23 00:00:00,4.910412528862285,23.611,-1.0,-1.0,55.037,6.206,4870.102,75.576,2020-04-24 00:00:00,2020-05-08 00:00:00,2.627,21.057,-1.0,-1.0,192.335,68.183,49249.562,5050.351,15.936,165.284
North America,Honduras,None,2020-03-29 00:00:00,2020-04-23 00:00:00,3.404384764829946,14.635,-1.0,1.0,9.126,3.048,144.37,12.992,2020-04-24 00:00:00,2020-05-08 00:00:00,36.901,20.09,1.0,1.0,437.34,17.104,323103.877,430.935,86.355,62.928
North America,Mexico,None,2020-03-18 00:00:00,2020-04-23 00:00:00,10.527325550388037,54.77,1.0,-1.0,157.456,20.276,33373.372,603.476,2020-04-24 00:00:00,2020-05-08 00:00:00,15.733,6.108,1.0,1.0,3663.705,128.202,18542413.391,24690.885,31.487,9.43
North America,None,None,None,None,7.790088663568308,30.35,None,None,156.056,17.695,247842.175,8840.877,None,None,10.727,10.468,None,None,1495.605,106.108,7851430.187,267725.433,48.035,34.735
North America,Panama,None,2020-03-19 00:00:00,2020-04-23 00:00:00,7.1065262700532426,16.29,-1.0,1.0,62.233,4.913,5364.129,37.552,2020-04-24 00:00:00,2020-05-08 00:00:00,8.653,17.599,1.0,-1.0,612.47,34.53,477729.176,1385.389,26.425,53.642
North America,US,Alabama,2020-03-20 00:00:00,2020-04-23 00:00:00,5.688675153165296,32.067,-1.0,-1.0,65.422,5.603,5886.626,45.712,2020-04-24 00:00:00,2020-05-08 00:00:00,7.111,9.554,1.0,-1.0,586.979,25.708,603595.007,786.499,22.668,24.168
North America,US,Alaska,2020-03-28 00:00:00,2020-04-23 00:00:00,1.6851508485244402,11.667,1.0,-1.0,2.956,0.397,16.066,0.257,2020-04-24 00:00:00,2020-05-08 00:00:00,1.007,14.531,-1.0,-1.0,3.498,1.032,22.079,1.168,52.368,2.547
North America,US,Arizona,2020-03-21 00:00:00,2020-04-23 00:00:00,4.427778502575859,14.514,-1.0,-1.0,50.676,4.099,4253.842,27.343,2020-04-24 00:00:00,2020-05-08 00:00:00,13.135,4.354,1.0,1.0,1154.819,16.843,1936092.019,696.13,40.369,29.221
North America,US,Arkansas,2020-03-21 00:00:00,2020-04-23 00:00:00,8.20218292947614,14.023,1.0,-1.0,70.61,1.33,7590.297,2.73,2020-04-24 00:00:00,2020-05-08 00:00:00,6.367,8.406,1.0,1.0,200.13,6.013,51798.971,50.874,17.458,26.388
North America,US,California,2020-03-08 00:00:00,2020-04-23 00:00:00,10.568164930466137,7.232,-1.0,1.0,492.123,10.067,367068.605,287.706,2020-04-24 00:00:00,2020-05-08 00:00:00,10.912,1.863,1.0,-1.0,6029.418,40.618,47245453.684,2473.533,31.671,17.21
North America,US,Colorado,2020-03-14 00:00:00,2020-04-23 00:00:00,9.817483075442597,24.112,-1.0,-1.0,104.338,8.092,18268.87,93.293,2020-04-24 00:00:00,2020-05-08 00:00:00,15.971,8.62,1.0,1.0,2574.69,67.666,7644690.457,4758.559,56.847,27.033
North America,US,Connecticut,2020-03-19 00:00:00,2020-04-23 00:00:00,5.5449301080683675,23.386,-1.0,-1.0,210.453,33.204,85739.532,1630.838,2020-04-24 00:00:00,2020-05-08 00:00:00,2.829,7.782,-1.0,-1.0,830.529,197.122,929364.372,59574.4,23.018,27.66
North America,US,Delaware,2020-03-24 00:00:00,2020-04-23 00:00:00,4.63407766494884,14.761,-1.0,1.0,38.737,2.082,2384.687,6.064,2020-04-24 00:00:00,2020-05-08 00:00:00,9.079,11.131,1.0,1.0,468.535,18.727,278423.385,427.436,27.733,29.969
North America,US,District of Columbia,2020-03-23 00:00:00,2020-04-23 00:00:00,3.6585173256838868,14.004,-1.0,-1.0,29.317,2.638,1440.796,12.063,2020-04-24 00:00:00,2020-05-08 00:00:00,5.953,11.073,1.0,1.0,308.456,25.371,167112.817,687.502,19.21,22.806
North America,US,Florida,2020-03-15 00:00:00,2020-04-23 00:00:00,7.635754101612077,7.599,-1.0,1.0,198.855,8.738,67047.719,132.938,2020-04-24 00:00:00,2020-05-08 00:00:00,6.32,2.777,1.0,-1.0,2288.444,35.474,7086661.568,1630.892,27.77,20.883
North America,US,Georgia,2020-03-16 00:00:00,2020-04-23 00:00:00,6.0294249036492715,13.163,-1.0,-1.0,238.339,13.314,97715.091,327.366,2020-04-24 00:00:00,2020-05-08 00:00:00,5.711,5.242,1.0,1.0,1609.823,63.537,4021110.316,6014.858,18.651,38.611
North America,US,Hawaii,2020-03-26 00:00:00,2020-04-23 00:00:00,1.9559160182082136,18.074,-1.0,-1.0,5.839,0.667,45.23,0.61,2020-04-24 00:00:00,2020-05-08 00:00:00,2.99,14.457,-1.0,1.0,18.236,2.333,360.508,5.804,67.212,57.284
North America,US,Idaho,2020-03-25 00:00:00,2020-04-23 00:00:00,10.485028391726107,19.875,-1.0,1.0,56.378,1.968,5741.158,5.954,2020-04-24 00:00:00,2020-05-08 00:00:00,11.421,9.042,1.0,-1.0,235.009,5.723,60508.324,38.877,73.626,72.712
North America,US,Illinois,2020-03-16 00:00:00,2020-04-23 00:00:00,4.225242416966916,28.226,-1.0,-1.0,183.789,19.037,59005.314,603.02,2020-04-24 00:00:00,2020-05-08 00:00:00,17.469,2.636,1.0,-1.0,10597.059,63.582,149705172.973,5498.251,49.428,11.691
North America,US,Indiana,2020-03-21 00:00:00,2020-04-23 00:00:00,7.165603093215091,9.13,-1.0,-1.0,117.794,11.08,19595.483,208.088,2020-04-24 00:00:00,2020-05-08 00:00:00,16.692,14.215,1.0,1.0,3358.445,175.44,14756874.259,40743.06,52.8,35.214
North America,US,Iowa,2020-03-23 00:00:00,2020-04-23 00:00:00,8.958982733905973,31.452,1.0,-1.0,83.372,2.094,10569.183,6.644,2020-04-24 00:00:00,2020-05-08 00:00:00,21.153,3.316,1.0,1.0,1832.351,6.045,4291576.867,62.417,45.619,18.37
North America,US,Kansas,2020-03-24 00:00:00,2020-04-23 00:00:00,5.6959687521370626,19.785,-1.0,-1.0,48.028,3.076,4314.097,12.775,2020-04-24 00:00:00,2020-05-08 00:00:00,29.25,20.56,1.0,-1.0,1463.209,29.585,2836237.277,1000.32,59.173,89.198
North America,US,Kentucky,2020-03-22 00:00:00,2020-04-23 00:00:00,3.4432236812881203,25.579,1.0,-1.0,30.877,4.424,1719.077,28.008,2020-04-24 00:00:00,2020-05-08 00:00:00,5.679,4.895,1.0,-1.0,309.783,12.486,162181.825,192.781,18.169,28.534
North America,US,Louisiana,2020-03-15 00:00:00,2020-04-23 00:00:00,41.38323953835304,16.603,-1.0,-1.0,976.732,13.443,1452834.128,326.754,2020-04-24 00:00:00,2020-05-08 00:00:00,2.096,1.667,-1.0,1.0,582.184,32.958,455535.73,1697.27,15.301,8.338
North America,US,Maine,2020-03-23 00:00:00,2020-04-23 00:00:00,3.333531248696078,18.503,-1.0,-1.0,13.624,1.165,295.451,2.506,2020-04-24 00:00:00,2020-05-08 00:00:00,6.384,4.803,1.0,1.0,78.71,2.483,11245.307,10.08,35.331,23.821
North America,US,Maryland,2020-03-19 00:00:00,2020-04-23 00:00:00,6.501020121465863,26.298,1.0,-1.0,112.763,10.159,21099.73,218.146,2020-04-24 00:00:00,2020-05-08 00:00:00,15.607,9.022,1.0,1.0,3982.97,106.756,22089723.872,12029.349,45.597,11.132
North America,US,Massachusetts,2020-03-12 00:00:00,2020-04-23 00:00:00,15.690899359265465,106.005,-1.0,-1.0,303.889,53.946,141904.761,4909.492,2020-04-24 00:00:00,2020-05-08 00:00:00,9.127,6.212,1.0,1.0,5907.385,218.857,37173393.421,49543.979,33.817,8.867
North America,US,Michigan,2020-03-19 00:00:00,2020-04-23 00:00:00,7.844091684116888,23.702,-1.0,-1.0,425.492,32.953,266601.873,1599.741,2020-04-24 00:00:00,2020-05-08 00:00:00,8.368,1.865,1.0,-1.0,3595.863,75.362,15767468.697,9405.602,44.251,11.012
North America,US,Minnesota,2020-03-20 00:00:00,2020-04-23 00:00:00,5.53467080852391,77.289,1.0,-1.0,39.786,7.524,2619.193,81.608,2020-04-24 00:00:00,2020-05-08 00:00:00,31.824,25.614,1.0,1.0,2253.474,99.683,8097522.526,11646.938,63.396,44.653
North America,US,Mississippi,2020-03-21 00:00:00,2020-04-23 00:00:00,3.3117887032384026,35.866,-1.0,-1.0,33.35,3.014,1663.717,13.268,2020-04-24 00:00:00,2020-05-08 00:00:00,6.372,6.416,1.0,-1.0,494.485,18.53,359508.979,416.835,21.11,27.068
North America,US,Missouri,2020-03-22 00:00:00,2020-04-23 00:00:00,3.2414861962018024,11.462,1.0,-1.0,42.955,4.18,2939.089,25.913,2020-04-24 00:00:00,2020-05-08 00:00:00,10.714,10.615,1.0,1.0,915.174,41.517,1199412.153,2541.71,48.946,32.358
North America,US,Montana,2020-03-27 00:00:00,2020-04-23 00:00:00,1.798155484453819,21.753,-1.0,1.0,5.021,1.209,37.523,1.944,2020-04-24 00:00:00,2020-05-08 00:00:00,4.007,5.196,-1.0,1.0,18.154,0.793,350.929,0.858,102.151,66.643
North America,US,Nebraska,2020-03-27 00:00:00,2020-04-23 00:00:00,5.026981354741856,13.453,1.0,-1.0,33.25,1.434,1852.169,3.438,2020-04-24 00:00:00,2020-05-08 00:00:00,29.259,7.291,1.0,-1.0,1588.947,5.576,3374119.176,48.53,51.547,33.18
North America,US,Nevada,2020-03-20 00:00:00,2020-04-23 00:00:00,3.354776920845002,15.044,-1.0,-1.0,27.361,4.308,1057.608,29.759,2020-04-24 00:00:00,2020-05-08 00:00:00,8.487,2.747,1.0,1.0,461.203,7.291,269420.797,85.125,40.279,15.672
North America,US,New Hampshire,2020-03-23 00:00:00,2020-04-23 00:00:00,5.7941312433998355,28.352,-1.0,-1.0,23.741,1.641,847.443,3.682,2020-04-24 00:00:00,2020-05-08 00:00:00,12.921,9.113,1.0,1.0,324.574,8.797,151278.097,163.099,35.259,26.719
North America,US,New Jersey,2020-03-16 00:00:00,2020-04-23 00:00:00,21.78573548617912,39.642,-1.0,-1.0,932.466,76.436,1294569.081,9942.194,2020-04-24 00:00:00,2020-05-08 00:00:00,5.605,3.387,1.0,-1.0,6959.315,251.326,57052928.574,85317.902,20.104,20.088
North America,US,New Mexico,2020-03-25 00:00:00,2020-04-23 00:00:00,3.5017552227034643,13.788,1.0,-1.0,21.991,1.624,814.342,4.992,2020-04-24 00:00:00,2020-05-08 00:00:00,12.129,10.001,1.0,1.0,468.656,13.93,305410.445,233.74,30.659,19.539
North America,US,New York,2020-03-08 00:00:00,2020-04-23 00:00:00,96.54154902263046,264.373,-1.0,-1.0,2823.442,570.063,11709496.4,548180.896,2020-04-24 00:00:00,2020-05-08 00:00:00,1.218,15.663,1.0,-1.0,3806.577,3816.749,15467545.32,16961692.171,19.362,74.766
North America,US,None,None,None,8.35562071367031,28.838,None,None,184.277,20.288,316520.306,11267.06,None,None,10.694,8.828,None,None,1723.649,122.406,9410314.326,341229.634,39.422,30.558
North America,US,North Carolina,2020-03-19 00:00:00,2020-04-23 00:00:00,2.88064514248745,61.9,1.0,-1.0,49.712,7.803,4374.383,91.225,2020-04-24 00:00:00,2020-05-08 00:00:00,13.221,13.284,1.0,1.0,1542.284,55.446,3190811.363,3442.798,43.255,26.376
North America,US,North Dakota,2020-03-30 00:00:00,2020-04-23 00:00:00,6.677848958793148,16.671,1.0,-1.0,19.869,0.819,535.246,0.92,2020-04-24 00:00:00,2020-05-08 00:00:00,4.504,9.919,-1.0,-1.0,53.879,2.288,4468.744,7.375,10.415,45.571
North America,US,Ohio,2020-03-19 00:00:00,2020-04-23 00:00:00,11.470571944805604,11.17,-1.0,1.0,364.008,11.711,210391.804,251.66,2020-04-24 00:00:00,2020-05-08 00:00:00,11.326,16.123,-1.0,-1.0,2222.747,165.606,6047044.196,34687.355,67.322,59.03
North America,US,Oklahoma,2020-03-24 00:00:00,2020-04-23 00:00:00,3.649170330048722,6.013,-1.0,1.0,26.126,3.278,1349.224,17.583,2020-04-24 00:00:00,2020-05-08 00:00:00,7.429,5.008,1.0,1.0,296.457,11.707,129573.86,169.78,28.219,14.853
North America,US,Oregon,2020-03-20 00:00:00,2020-04-23 00:00:00,2.7721095094168655,7.441,-1.0,1.0,14.145,1.687,365.672,4.14,2020-04-24 00:00:00,2020-05-08 00:00:00,7.774,1.997,1.0,1.0,213.522,2.161,65624.005,7.932,35.164,12.356
North America,US,Pennsylvania,2020-03-17 00:00:00,2020-04-23 00:00:00,3.599786061070732,34.733,-1.0,-1.0,239.432,50.906,115963.796,5089.187,2020-04-24 00:00:00,2020-05-08 00:00:00,7.921,7.759,1.0,1.0,4091.533,231.183,21943779.152,87390.088,34.517,35.451
North America,US,Rhode Island,2020-03-23 00:00:00,2020-04-23 00:00:00,8.097495345482121,12.385,1.0,-1.0,84.495,2.531,13582.501,13.117,2020-04-24 00:00:00,2020-05-08 00:00:00,15.508,5.408,1.0,1.0,1411.012,17.057,2221906.23,433.578,53.639,12.727
North America,US,South Carolina,2020-03-20 00:00:00,2020-04-23 00:00:00,3.7665216940331083,5.491,-1.0,-1.0,43.725,1.577,3094.091,4.911,2020-04-24 00:00:00,2020-05-08 00:00:00,11.562,24.705,1.0,1.0,757.532,67.063,739994.312,6183.229,48.899,58.879
North America,US,South Dakota,2020-03-31 00:00:00,2020-04-23 00:00:00,9.464991475184304,28.394,-1.0,1.0,50.548,1.502,3506.377,3.637,2020-04-24 00:00:00,2020-05-08 00:00:00,3.953,19.423,-1.0,1.0,101.088,3.806,11822.121,21.85,14.209,42.903
North America,US,Tennessee,2020-03-19 00:00:00,2020-04-23 00:00:00,4.726854545241071,60.648,-1.0,-1.0,114.396,5.911,21174.261,58.327,2020-04-24 00:00:00,2020-05-08 00:00:00,20.602,8.306,1.0,-1.0,2554.946,17.675,8382727.15,329.465,59.765,49.468
North America,US,Texas,2020-03-17 00:00:00,2020-04-23 00:00:00,3.755762998345438,6.948,1.0,-1.0,142.979,4.889,34462.55,45.59,2020-04-24 00:00:00,2020-05-08 00:00:00,12.193,6.502,1.0,1.0,4002.758,60.442,23291021.426,5998.482,42.889,21.81
North America,US,Utah,2020-03-20 00:00:00,2020-04-23 00:00:00,4.5035142281849,17.397,-1.0,1.0,45.876,1.006,3343.866,1.663,2020-04-24 00:00:00,2020-05-08 00:00:00,13.336,3.646,1.0,1.0,680.112,1.754,581221.998,4.069,44.748,16.898
North America,US,Vermont,2020-03-24 00:00:00,2020-04-23 00:00:00,4.4808296171895705,8.051,-1.0,1.0,17.26,1.522,582.775,3.292,2020-04-24 00:00:00,2020-05-08 00:00:00,1.746,6.363,-1.0,1.0,15.037,3.216,322.524,11.472,35.85,20.625
North America,US,Virginia,2020-03-20 00:00:00,2020-04-23 00:00:00,4.562849421678997,20.862,-1.0,-1.0,79.145,5.844,9825.0,67.184,2020-04-24 00:00:00,2020-05-08 00:00:00,8.982,6.635,1.0,-1.0,1663.314,41.579,3892060.204,2227.163,21.232,20.339
North America,US,Washington,2020-03-07 00:00:00,2020-04-23 00:00:00,6.295920278992822,10.075,-1.0,1.0,188.815,9.435,58996.705,122.473,2020-04-24 00:00:00,2020-05-08 00:00:00,7.396,3.929,1.0,1.0,1187.827,33.278,2226685.851,1441.996,44.851,17.81
North America,US,West Virginia,2020-03-28 00:00:00,2020-04-23 00:00:00,2.2084628132111814,32.789,1.0,-1.0,11.121,2.005,239.356,5.844,2020-04-24 00:00:00,2020-05-08 00:00:00,2.992,11.186,1.0,1.0,37.226,5.027,2711.993,29.797,15.836,20.21
North America,US,Wisconsin,2020-03-18 00:00:00,2020-04-23 00:00:00,3.419491665860859,26.623,-1.0,-1.0,47.508,6.064,3212.746,61.711,2020-04-24 00:00:00,2020-05-08 00:00:00,20.836,8.747,1.0,-1.0,1649.214,28.317,3627780.406,846.212,63.209,49.219
North America,US,Wyoming,2020-03-31 00:00:00,2020-04-23 00:00:00,5.337913341283577,62.391,1.0,-1.0,15.19,1.19,501.061,1.877,2020-04-24 00:00:00,2020-05-08 00:00:00,20.928,17.218,1.0,1.0,118.551,1.205,14374.346,2.142,35.62,
Oceania,Australia,New South Wales,2020-03-14 00:00:00,2020-04-23 00:00:00,18.213328351191098,15.603,-1.0,1.0,138.908,1.557,28575.638,3.438,2020-04-24 00:00:00,2020-05-08 00:00:00,5.807,19.204,-1.0,1.0,175.677,7.882,31136.037,70.082,88.735,64.899
Oceania,Australia,None,None,None,8.50117428766284,16.745,None,None,48.407,0.883,6709.639,1.366,None,None,4.886,17.95,None,None,62.608,2.455,7271.83,15.596,387.927,43.233
Oceania,Australia,Queensland,2020-03-19 00:00:00,2020-04-23 00:00:00,6.729677082568976,16.183,-1.0,-1.0,32.804,0.556,1764.712,0.453,2020-04-24 00:00:00,2020-05-08 00:00:00,3.955,39.889,-1.0,-1.0,40.994,2.393,1696.767,5.991,139.415,
Oceania,Australia,South Australia,2020-03-23 00:00:00,2020-04-23 00:00:00,4.467164906715571,17.847,1.0,-1.0,15.533,0.712,382.108,0.855,2020-04-24 00:00:00,2020-05-08 00:00:00,7.002,23.063,-1.0,-1.0,30.681,0.923,958.028,0.948,1448.466,
Oceania,Australia,Victoria,2020-03-18 00:00:00,2020-04-23 00:00:00,8.603058109327844,15.288,-1.0,-1.0,42.167,1.065,2522.877,1.615,2020-04-24 00:00:00,2020-05-08 00:00:00,2.848,4.721,-1.0,1.0,39.155,0.842,1837.703,0.871,42.431,31.373
Oceania,Australia,Western Australia,2020-03-22 00:00:00,2020-04-23 00:00:00,4.492642988510707,18.805,-1.0,-1.0,12.624,0.522,302.858,0.47,2020-04-24 00:00:00,2020-05-08 00:00:00,4.818,2.87,-1.0,-1.0,26.532,0.235,730.616,0.087,220.586,33.427
Oceania,New Zealand,None,2020-03-22 00:00:00,2020-04-23 00:00:00,4.229528798722368,131.447,-1.0,-1.0,31.738,1.745,1472.44,5.366,2020-04-24 00:00:00,2020-05-08 00:00:00,6.83,22.549,-1.0,1.0,101.212,4.408,10545.633,19.649,155.777,18.513
Oceania,None,None,None,None,7.789233372839429,35.862,None,None,45.629,1.026,5836.772,2.033,None,None,5.21,18.716,None,None,69.042,2.781,7817.464,16.271,349.235,37.053
South America,Argentina,None,2020-03-20 00:00:00,2020-04-23 00:00:00,5.521438294153186,10.786,-1.0,-1.0,43.392,2.494,3251.415,8.689,2020-04-24 00:00:00,2020-05-08 00:00:00,13.005,5.308,1.0,1.0,614.351,12.941,446179.746,218.967,40.226,16.679
South America,Bolivia,None,2020-03-31 00:00:00,2020-04-23 00:00:00,2.809946903973995,9.314,-1.0,-1.0,8.461,1.792,135.988,4.791,2020-04-24 00:00:00,2020-05-08 00:00:00,25.163,9.107,1.0,1.0,397.498,7.873,233914.35,130.113,50.91,29.422
South America,Brazil,None,2020-03-13 00:00:00,2020-04-23 00:00:00,14.772638362822068,84.626,-1.0,-1.0,367.917,44.114,237701.519,2930.264,2020-04-24 00:00:00,2020-05-08 00:00:00,20.503,14.571,1.0,1.0,21919.308,1046.393,718387447.123,1557156.466,43.609,30.838
South America,Chile,None,2020-03-16 00:00:00,2020-04-23 00:00:00,4.662626351113016,41.697,-1.0,-1.0,66.041,3.424,6702.14,17.738,2020-04-24 00:00:00,2020-05-08 00:00:00,17.853,1.329,1.0,-1.0,3733.135,3.174,23938171.506,13.682,47.909,14.178
South America,Colombia,None,2020-03-19 00:00:00,2020-04-23 00:00:00,3.933521181300038,25.712,1.0,-1.0,52.366,5.398,5813.966,42.01,2020-04-24 00:00:00,2020-05-08 00:00:00,20.749,4.151,1.0,-1.0,1635.979,12.078,3876592.526,172.771,55.898,15.625
South America,Ecuador,None,2020-03-18 00:00:00,2020-04-23 00:00:00,10.00783147943866,18.76,1.0,-1.0,287.976,9.313,164510.136,135.613,2020-04-24 00:00:00,2020-05-08 00:00:00,49.625,32.185,1.0,1.0,13430.046,453.028,186448539.78,330303.993,85.895,86.33
South America,None,None,None,None,6.773150693617267,23.135,None,None,111.926,6.906,61771.537,294.649,None,None,18.878,13.271,None,None,4364.963,152.654,90067221.815,174196.117,74.687,37.266
South America,Paraguay,None,2020-04-05 00:00:00,2020-04-23 00:00:00,3.4090590763272752,5.505,-1.0,1.0,5.599,0.351,49.332,0.202,2020-04-24 00:00:00,2020-05-08 00:00:00,21.22,5.293,1.0,-1.0,90.137,0.505,15894.275,0.323,53.092,53.286
South America,Peru,None,2020-03-17 00:00:00,2020-04-23 00:00:00,16.675412206125674,9.902,-1.0,-1.0,374.885,7.116,261001.862,99.394,2020-04-24 00:00:00,2020-05-08 00:00:00,12.993,10.374,1.0,1.0,6083.425,135.836,57384796.442,28129.6,34.822,20.967
South America,Trinidad and Tobago,None,2020-04-04 00:00:00,2020-04-23 00:00:00,3.434565689763944,2.51,-1.0,1.0,3.879,0.198,20.597,0.09,2020-04-24 00:00:00,2020-05-08 00:00:00,8.534,2.815,-1.0,-1.0,9.884,0.225,98.507,0.052,219.894,
South America,Uruguay,None,2020-03-21 00:00:00,2020-04-23 00:00:00,2.903971079783276,25.591,1.0,-1.0,9.179,0.68,122.272,0.739,2020-04-24 00:00:00,2020-05-08 00:00:00,12.555,16.171,1.0,1.0,81.703,2.637,7376.187,7.59,76.606,52.649
South America,Venezuela,None,2020-03-26 00:00:00,2020-04-23 00:00:00,6.373647004988792,20.08,1.0,-1.0,11.491,1.089,177.676,1.605,2020-04-24 00:00:00,2020-05-08 00:00:00,5.463,44.674,-1.0,-1.0,19.134,4.509,429.527,23.73,112.691,52.689
